"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"10/01/2024 18:00:00 - 10/01/2024 19:00:00","BZN|FR","3479.47","3151.59","3110.91","2416.00"
"10/01/2024 19:00:00 - 10/01/2024 20:00:00","BZN|FR","3948.39","3451.10","3414.62","2842.00"
"10/01/2024 20:00:00 - 10/01/2024 21:00:00","BZN|FR","3887.22","3887.52","3852.90","3363.00"
"10/01/2024 21:00:00 - 10/01/2024 22:00:00","BZN|FR","3826.40","4324.26","4292.02","3766.00"
"10/01/2024 22:00:00 - 10/01/2024 23:00:00","BZN|FR","3765.61","4761.80","4734.35","4077.00"
"10/01/2024 23:00:00 - 11/01/2024 00:00:00","BZN|FR","3887.53","4644.01","4616.35","4214.00"
"11/01/2024 00:00:00 - 11/01/2024 01:00:00","BZN|FR","4506.35","5143.67","5143.67","4389.00"
"11/01/2024 01:00:00 - 11/01/2024 02:00:00","BZN|FR","4382.62","5006.24","5006.24","4288.00"
"11/01/2024 02:00:00 - 11/01/2024 03:00:00","BZN|FR","4697.27","5174.74","5174.74","4439.00"
"11/01/2024 03:00:00 - 11/01/2024 04:00:00","BZN|FR","5012.27","5337.80","5337.80","4815.00"
"11/01/2024 04:00:00 - 11/01/2024 05:00:00","BZN|FR","5332.14","5503.32","5503.32","5338.00"
"11/01/2024 05:00:00 - 11/01/2024 06:00:00","BZN|FR","5690.67","5820.51","5820.51","5294.00"
"11/01/2024 06:00:00 - 11/01/2024 07:00:00","BZN|FR","6050.58","6134.46","6134.46","5265.00"
"11/01/2024 07:00:00 - 11/01/2024 08:00:00","BZN|FR","6411.96","5935.02","5935.02","5155.00"
"11/01/2024 08:00:00 - 11/01/2024 09:00:00","BZN|FR","6291.98","6138.54","6138.54","5567.00"
"11/01/2024 09:00:00 - 11/01/2024 10:00:00","BZN|FR","6172.62","6298.04","6298.04","6135.00"
"11/01/2024 10:00:00 - 11/01/2024 11:00:00","BZN|FR","6053.38","6439.94","6741.40","6088.00"
"11/01/2024 11:00:00 - 11/01/2024 12:00:00","BZN|FR","5870.96","6345.30","6591.95","5280.00"
"11/01/2024 12:00:00 - 11/01/2024 13:00:00","BZN|FR","5690.02","6250.76","6451.15","4503.00"
"11/01/2024 13:00:00 - 11/01/2024 14:00:00","BZN|FR","5509.44","6154.91","6326.31","4367.00"
"11/01/2024 14:00:00 - 11/01/2024 15:00:00","BZN|FR","6212.30","6712.34","6857.88","4721.00"
"11/01/2024 15:00:00 - 11/01/2024 16:00:00","BZN|FR","6915.77","7270.50","7397.63","5411.00"
"11/01/2024 16:00:00 - 11/01/2024 17:00:00","BZN|FR","7619.43","7824.10","7942.34","6453.00"
"11/01/2024 17:00:00 - 11/01/2024 18:00:00","BZN|FR","8245.79","8419.72","8534.76","7504.00"
"11/01/2024 18:00:00 - 11/01/2024 19:00:00","BZN|FR","8873.03","9014.57","9125.24","8588.00"
"11/01/2024 19:00:00 - 11/01/2024 20:00:00","BZN|FR","9500.82","9612.21","9716.82","9395.00"
"11/01/2024 20:00:00 - 11/01/2024 21:00:00","BZN|FR","9239.37","9206.27","9305.88","9315.00"
"11/01/2024 21:00:00 - 11/01/2024 22:00:00","BZN|FR","8977.84","8802.59","8895.99","8511.00"
"11/01/2024 22:00:00 - 11/01/2024 23:00:00","BZN|FR","8716.18","8396.75","8486.91","7548.00"
"11/01/2024 23:00:00 - 12/01/2024 00:00:00","BZN|FR","8382.91","7879.29","7964.73","6694.00"
"12/01/2024 00:00:00 - 12/01/2024 01:00:00","BZN|FR","6963.84","7370.94","7370.94","6271.00"
"12/01/2024 01:00:00 - 12/01/2024 02:00:00","BZN|FR","6474.73","6720.30","6720.30","5873.00"
"12/01/2024 02:00:00 - 12/01/2024 03:00:00","BZN|FR","6478.23","6763.83","6763.83","5878.00"
"12/01/2024 03:00:00 - 12/01/2024 04:00:00","BZN|FR","6477.32","6811.43","6811.43","6115.00"
"12/01/2024 04:00:00 - 12/01/2024 05:00:00","BZN|FR","6475.58","6857.42","6857.42","6229.00"
"12/01/2024 05:00:00 - 12/01/2024 06:00:00","BZN|FR","6113.62","6469.13","6469.13","6316.00"
"12/01/2024 06:00:00 - 12/01/2024 07:00:00","BZN|FR","5751.80","6084.21","6084.21","5948.00"
"12/01/2024 07:00:00 - 12/01/2024 08:00:00","BZN|FR","5389.58","6137.52","6137.52","5691.00"
"12/01/2024 08:00:00 - 12/01/2024 09:00:00","BZN|FR","5154.59","5803.08","5803.08","5719.00"
"12/01/2024 09:00:00 - 12/01/2024 10:00:00","BZN|FR","4919.43","5466.36","5466.36","5369.00"
"12/01/2024 10:00:00 - 12/01/2024 11:00:00","BZN|FR","4684.05","5139.03","5305.27","5047.00"
"12/01/2024 11:00:00 - 12/01/2024 12:00:00","BZN|FR","4220.50","4682.24","4800.01","4572.00"
"12/01/2024 12:00:00 - 12/01/2024 13:00:00","BZN|FR","3758.20","4230.30","4309.59","3962.00"
"12/01/2024 13:00:00 - 12/01/2024 14:00:00","BZN|FR","3295.62","3780.12","3843.87","3610.00"
"12/01/2024 14:00:00 - 12/01/2024 15:00:00","BZN|FR","3548.15","4066.62","4110.20","3560.00"
"12/01/2024 15:00:00 - 12/01/2024 16:00:00","BZN|FR","3801.19","4352.32","4386.02","3638.00"
"12/01/2024 16:00:00 - 12/01/2024 17:00:00","BZN|FR","4054.17","4638.27","4665.83","3897.00"
"12/01/2024 17:00:00 - 12/01/2024 18:00:00","BZN|FR","4275.09","4697.56","4722.24","3980.00"
"12/01/2024 18:00:00 - 12/01/2024 19:00:00","BZN|FR","4497.73","4758.15","4779.90","3892.00"
"12/01/2024 19:00:00 - 12/01/2024 20:00:00","BZN|FR","4722.22","4819.17","4838.96","3967.00"
"12/01/2024 20:00:00 - 12/01/2024 21:00:00","BZN|FR","4512.07","4666.64","4684.13","3968.00"
"12/01/2024 21:00:00 - 12/01/2024 22:00:00","BZN|FR","4302.22","4514.85","4531.20","3996.00"
"12/01/2024 22:00:00 - 12/01/2024 23:00:00","BZN|FR","4092.91","4364.30","4380.22","3601.00"
"12/01/2024 23:00:00 - 13/01/2024 00:00:00","BZN|FR","3732.58","3876.82","3891.82","3118.00"
"13/01/2024 00:00:00 - 13/01/2024 01:00:00","BZN|FR","3686.35","3696.39","3696.39","2834.00"
"13/01/2024 01:00:00 - 13/01/2024 02:00:00","BZN|FR","3254.40","3330.12","3330.12","2640.00"
"13/01/2024 02:00:00 - 13/01/2024 03:00:00","BZN|FR","2846.55","2888.07","2888.07","2518.00"
"13/01/2024 03:00:00 - 13/01/2024 04:00:00","BZN|FR","2438.48","2446.13","2446.13","2332.00"
"13/01/2024 04:00:00 - 13/01/2024 05:00:00","BZN|FR","2035.53","2008.77","2008.77","2065.00"
"13/01/2024 05:00:00 - 13/01/2024 06:00:00","BZN|FR","1932.18","1941.88","1941.88","1840.00"
"13/01/2024 06:00:00 - 13/01/2024 07:00:00","BZN|FR","1831.59","1876.45","1876.45","1645.00"
"13/01/2024 07:00:00 - 13/01/2024 08:00:00","BZN|FR","1733.22","1667.73","1667.73","1585.00"
"13/01/2024 08:00:00 - 13/01/2024 09:00:00","BZN|FR","1680.03","1710.12","1710.12","1535.00"
"13/01/2024 09:00:00 - 13/01/2024 10:00:00","BZN|FR","1628.62","1767.43","1767.43","1451.00"
"13/01/2024 10:00:00 - 13/01/2024 11:00:00","BZN|FR","1578.02","1847.33","1763.72","1430.00"
"13/01/2024 11:00:00 - 13/01/2024 12:00:00","BZN|FR","1450.67","1783.60","1722.30","1448.00"
"13/01/2024 12:00:00 - 13/01/2024 13:00:00","BZN|FR","1325.35","1728.99","1671.83","1437.00"
"13/01/2024 13:00:00 - 13/01/2024 14:00:00","BZN|FR","1200.72","1680.00","1622.98","1241.00"
"13/01/2024 14:00:00 - 13/01/2024 15:00:00","BZN|FR","1104.06","1555.13","1504.59","1110.00"
"13/01/2024 15:00:00 - 13/01/2024 16:00:00","BZN|FR","1009.57","1431.75","1388.61","1095.00"
"13/01/2024 16:00:00 - 13/01/2024 17:00:00","BZN|FR","921.08","1309.35","1271.71","1030.00"
"13/01/2024 17:00:00 - 13/01/2024 18:00:00","BZN|FR","1021.88","1388.80","1355.64","1032.00"
"13/01/2024 18:00:00 - 13/01/2024 19:00:00","BZN|FR","1124.02","1469.71","1441.12","1152.00"
"13/01/2024 19:00:00 - 13/01/2024 20:00:00","BZN|FR","1229.37","1551.83","1526.49","1355.00"
"13/01/2024 20:00:00 - 13/01/2024 21:00:00","BZN|FR","1244.62","1512.06","1487.07","1376.00"
"13/01/2024 21:00:00 - 13/01/2024 22:00:00","BZN|FR","1260.94","1474.47","1448.27","1181.00"
"13/01/2024 22:00:00 - 13/01/2024 23:00:00","BZN|FR","1277.92","1437.38","1410.70","1067.00"
"13/01/2024 23:00:00 - 14/01/2024 00:00:00","BZN|FR","1296.96","1462.42","1435.59","1033.00"
"14/01/2024 00:00:00 - 14/01/2024 01:00:00","BZN|FR","1215.00","1186.51","1186.51","1052.00"
"14/01/2024 01:00:00 - 14/01/2024 02:00:00","BZN|FR","1140.64","1147.49","1147.49","1104.00"
"14/01/2024 02:00:00 - 14/01/2024 03:00:00","BZN|FR","1090.96","1106.75","1106.75","1095.00"
"14/01/2024 03:00:00 - 14/01/2024 04:00:00","BZN|FR","1041.53","1069.85","1069.85","1070.00"
"14/01/2024 04:00:00 - 14/01/2024 05:00:00","BZN|FR","992.38","1039.83","1039.83","1001.00"
"14/01/2024 05:00:00 - 14/01/2024 06:00:00","BZN|FR","960.97","1056.38","1056.38","967.00"
"14/01/2024 06:00:00 - 14/01/2024 07:00:00","BZN|FR","929.70","1074.81","1074.81","1054.00"
"14/01/2024 07:00:00 - 14/01/2024 08:00:00","BZN|FR","898.24","1030.56","1030.56","1185.00"
"14/01/2024 08:00:00 - 14/01/2024 09:00:00","BZN|FR","1049.00","1121.21","1121.21","1305.00"
"14/01/2024 09:00:00 - 14/01/2024 10:00:00","BZN|FR","1200.26","1221.46","1221.46","1362.00"
"14/01/2024 10:00:00 - 14/01/2024 11:00:00","BZN|FR","1351.83","1332.21","1418.39","1335.00"
"14/01/2024 11:00:00 - 14/01/2024 12:00:00","BZN|FR","1325.63","1475.16","1534.53","1261.00"
"14/01/2024 12:00:00 - 14/01/2024 13:00:00","BZN|FR","1299.41","1624.52","1667.79","1211.00"
"14/01/2024 13:00:00 - 14/01/2024 14:00:00","BZN|FR","1273.34","1775.34","1811.36","1244.00"
"14/01/2024 14:00:00 - 14/01/2024 15:00:00","BZN|FR","1312.39","1961.51","1989.12","1290.00"
"14/01/2024 15:00:00 - 14/01/2024 16:00:00","BZN|FR","1351.63","2147.91","2170.77","1209.00"
"14/01/2024 16:00:00 - 14/01/2024 17:00:00","BZN|FR","1391.08","2335.48","2355.03","1183.00"
"14/01/2024 17:00:00 - 14/01/2024 18:00:00","BZN|FR","1593.43","2590.85","2607.39","1249.00"
"14/01/2024 18:00:00 - 14/01/2024 19:00:00","BZN|FR","1796.19","2846.71","2859.75","1360.00"
"14/01/2024 19:00:00 - 14/01/2024 20:00:00","BZN|FR","1998.82","3102.17","3113.68","1555.00"
"14/01/2024 20:00:00 - 14/01/2024 21:00:00","BZN|FR","2399.57","3362.66","3373.44","1765.00"
"14/01/2024 21:00:00 - 14/01/2024 22:00:00","BZN|FR","2800.49","3623.20","3633.68","1954.00"
"14/01/2024 22:00:00 - 14/01/2024 23:00:00","BZN|FR","3201.49","3884.17","3893.27","2154.00"
"14/01/2024 23:00:00 - 15/01/2024 00:00:00","BZN|FR","3371.25","3716.30","3723.49","2266.00"
"15/01/2024 00:00:00 - 15/01/2024 01:00:00","BZN|FR","3417.43","3638.32","3638.32","2275.00"
"15/01/2024 01:00:00 - 15/01/2024 02:00:00","BZN|FR","3417.43","3793.12","3793.12","2356.00"
"15/01/2024 02:00:00 - 15/01/2024 03:00:00","BZN|FR","3583.38","3928.65","3928.65","2509.00"
"15/01/2024 03:00:00 - 15/01/2024 04:00:00","BZN|FR","3745.32","4058.88","4058.88","2571.00"
"15/01/2024 04:00:00 - 15/01/2024 05:00:00","BZN|FR","3906.14","4191.34","4191.34","2438.00"
"15/01/2024 05:00:00 - 15/01/2024 06:00:00","BZN|FR","4076.71","4364.22","4364.22","2357.00"
"15/01/2024 06:00:00 - 15/01/2024 07:00:00","BZN|FR","4247.51","4532.86","4532.86","2485.00"
"15/01/2024 07:00:00 - 15/01/2024 08:00:00","BZN|FR","4417.29","3369.02","3369.02","2728.00"
"15/01/2024 08:00:00 - 15/01/2024 09:00:00","BZN|FR","4654.72","3752.79","3752.79","2988.00"
"15/01/2024 09:00:00 - 15/01/2024 10:00:00","BZN|FR","4891.71","4049.37","4049.37","3277.00"
"15/01/2024 10:00:00 - 15/01/2024 11:00:00","BZN|FR","5128.41","4284.69","4138.84","3558.00"
"15/01/2024 11:00:00 - 15/01/2024 12:00:00","BZN|FR","5327.53","4504.32","4436.91","3652.00"
"15/01/2024 12:00:00 - 15/01/2024 13:00:00","BZN|FR","5526.61","4706.87","4679.76","3770.00"
"15/01/2024 13:00:00 - 15/01/2024 14:00:00","BZN|FR","5725.73","4896.35","4882.79","4202.00"
"15/01/2024 14:00:00 - 15/01/2024 15:00:00","BZN|FR","5699.45","4757.98","4765.48","4446.00"
"15/01/2024 15:00:00 - 15/01/2024 16:00:00","BZN|FR","5673.04","4621.45","4635.91","4701.00"
"15/01/2024 16:00:00 - 15/01/2024 17:00:00","BZN|FR","5646.64","4476.98","4497.81","4394.00"
"15/01/2024 17:00:00 - 15/01/2024 18:00:00","BZN|FR","5299.87","4259.90","4284.22","3419.00"
"15/01/2024 18:00:00 - 15/01/2024 19:00:00","BZN|FR","4954.53","4041.28","4072.24","2899.00"
"15/01/2024 19:00:00 - 15/01/2024 20:00:00","BZN|FR","4609.86","3825.62","3855.79","2876.00"
"15/01/2024 20:00:00 - 15/01/2024 21:00:00","BZN|FR","4482.72","3696.29","3722.44","2757.00"
"15/01/2024 21:00:00 - 15/01/2024 22:00:00","BZN|FR","4355.69","3565.09","3589.48","2556.00"
"15/01/2024 22:00:00 - 15/01/2024 23:00:00","BZN|FR","4228.80","3432.65","3460.97","2383.00"
"15/01/2024 23:00:00 - 16/01/2024 00:00:00","BZN|FR","4010.55","3222.32","3254.65","2321.00"
"16/01/2024 00:00:00 - 16/01/2024 01:00:00","BZN|FR","3094.73","2978.08","2978.08","2310.00"
"16/01/2024 01:00:00 - 16/01/2024 02:00:00","BZN|FR","2797.19","2734.66","2734.66","2229.00"
"16/01/2024 02:00:00 - 16/01/2024 03:00:00","BZN|FR","2556.48","2537.58","2537.58","2100.00"
"16/01/2024 03:00:00 - 16/01/2024 04:00:00","BZN|FR","2318.59","2343.14","2343.14","2000.00"
"16/01/2024 04:00:00 - 16/01/2024 05:00:00","BZN|FR","2087.85","2155.76","2155.76","1921.00"
"16/01/2024 05:00:00 - 16/01/2024 06:00:00","BZN|FR","2119.70","2211.27","2211.27","1814.00"
"16/01/2024 06:00:00 - 16/01/2024 07:00:00","BZN|FR","2156.19","2271.00","2271.00","1668.00"
"16/01/2024 07:00:00 - 16/01/2024 08:00:00","BZN|FR","2194.58","2130.85","2130.85","1795.00"
"16/01/2024 08:00:00 - 16/01/2024 09:00:00","BZN|FR","2184.30","2081.43","2081.43","1849.00"
"16/01/2024 09:00:00 - 16/01/2024 10:00:00","BZN|FR","2175.55","1997.59","1997.59","1798.00"
"16/01/2024 10:00:00 - 16/01/2024 11:00:00","BZN|FR","2168.38","1894.27","1962.64","1744.00"
"16/01/2024 11:00:00 - 16/01/2024 12:00:00","BZN|FR","1968.44","1719.63","1791.87","1509.00"
"16/01/2024 12:00:00 - 16/01/2024 13:00:00","BZN|FR","1770.14","1539.35","1604.45","1306.00"
"16/01/2024 13:00:00 - 16/01/2024 14:00:00","BZN|FR","1575.01","1358.33","1417.72","1115.00"
"16/01/2024 14:00:00 - 16/01/2024 15:00:00","BZN|FR","1563.38","1385.18","1440.98","1063.00"
"16/01/2024 15:00:00 - 16/01/2024 16:00:00","BZN|FR","1553.69","1414.73","1465.98","972.00"
"16/01/2024 16:00:00 - 16/01/2024 17:00:00","BZN|FR","1544.83","1442.53","1490.99","961.00"
"16/01/2024 17:00:00 - 16/01/2024 18:00:00","BZN|FR","2210.30","2103.38","2149.80","1070.00"
"16/01/2024 18:00:00 - 16/01/2024 19:00:00","BZN|FR","2879.36","2764.91","2811.14","1446.00"
"16/01/2024 19:00:00 - 16/01/2024 20:00:00","BZN|FR","3550.82","3427.64","3472.30","2092.00"
"16/01/2024 20:00:00 - 16/01/2024 21:00:00","BZN|FR","4410.86","4326.68","4367.25","2741.00"
"16/01/2024 21:00:00 - 16/01/2024 22:00:00","BZN|FR","5272.13","5225.30","5262.33","3304.00"
"16/01/2024 22:00:00 - 16/01/2024 23:00:00","BZN|FR","6133.68","6122.36","6158.18","3659.00"
"16/01/2024 23:00:00 - 17/01/2024 00:00:00","BZN|FR","6341.03","6207.37","6241.90","3814.00"
"17/01/2024 00:00:00 - 17/01/2024 01:00:00","BZN|FR","6657.23","6269.51","6269.51","3995.00"
"17/01/2024 01:00:00 - 17/01/2024 02:00:00","BZN|FR","6878.84","6531.13","6531.13","4209.00"
"17/01/2024 02:00:00 - 17/01/2024 03:00:00","BZN|FR","6996.99","6622.25","6622.25","4487.00"
"17/01/2024 03:00:00 - 17/01/2024 04:00:00","BZN|FR","7113.41","6705.13","6705.13","4726.00"
"17/01/2024 04:00:00 - 17/01/2024 05:00:00","BZN|FR","7228.77","6788.60","6788.60","4837.00"
"17/01/2024 05:00:00 - 17/01/2024 06:00:00","BZN|FR","7521.91","7113.97","7113.97","4878.00"
"17/01/2024 06:00:00 - 17/01/2024 07:00:00","BZN|FR","7815.51","7432.54","7432.54","5073.00"
"17/01/2024 07:00:00 - 17/01/2024 08:00:00","BZN|FR","8107.42","6576.48","6576.48","5263.00"
"17/01/2024 08:00:00 - 17/01/2024 09:00:00","BZN|FR","9184.62","7492.13","7492.13","5834.00"
"17/01/2024 09:00:00 - 17/01/2024 10:00:00","BZN|FR","10261.26","8280.48","8280.48","6336.00"
"17/01/2024 10:00:00 - 17/01/2024 11:00:00","BZN|FR","11337.94","8981.38","8355.06","6614.00"
"17/01/2024 11:00:00 - 17/01/2024 12:00:00","BZN|FR","11942.48","9740.55","9351.89","6879.00"
"17/01/2024 12:00:00 - 17/01/2024 13:00:00","BZN|FR","12545.91","10473.61","10217.47","7195.00"
"17/01/2024 13:00:00 - 17/01/2024 14:00:00","BZN|FR","13149.37","11191.01","10974.69","7927.00"
"17/01/2024 14:00:00 - 17/01/2024 15:00:00","BZN|FR","13162.97","11579.67","11448.53","8474.00"
"17/01/2024 15:00:00 - 17/01/2024 16:00:00","BZN|FR","13176.38","11976.87","11886.47","8549.00"
"17/01/2024 16:00:00 - 17/01/2024 17:00:00","BZN|FR","13189.82","12364.68","12304.95","8666.00"
"17/01/2024 17:00:00 - 17/01/2024 18:00:00","BZN|FR","12674.18","12000.47","11961.40","8689.00"
"17/01/2024 18:00:00 - 17/01/2024 19:00:00","BZN|FR","12159.09","11636.28","11619.95","8416.00"
"17/01/2024 19:00:00 - 17/01/2024 20:00:00","BZN|FR","11644.31","11278.90","11270.26","7781.00"
"17/01/2024 20:00:00 - 17/01/2024 21:00:00","BZN|FR","11261.71","10950.77","10940.24","6785.00"
"17/01/2024 21:00:00 - 17/01/2024 22:00:00","BZN|FR","10879.39","10620.21","10612.26","6116.00"
"17/01/2024 22:00:00 - 17/01/2024 23:00:00","BZN|FR","10497.22","10288.75","10287.82","5719.00"
"17/01/2024 23:00:00 - 18/01/2024 00:00:00","BZN|FR","9903.00","10240.05","10248.62","5419.00"
"18/01/2024 00:00:00 - 18/01/2024 01:00:00","BZN|FR","10212.60","7856.06","7856.06","5670.00"
"18/01/2024 01:00:00 - 18/01/2024 02:00:00","BZN|FR","10267.49","8219.60","8219.60","5876.00"
"18/01/2024 02:00:00 - 18/01/2024 03:00:00","BZN|FR","10269.20","8701.01","8701.01","6357.00"
"18/01/2024 03:00:00 - 18/01/2024 04:00:00","BZN|FR","10259.07","9169.69","9169.69","6808.00"
"18/01/2024 04:00:00 - 18/01/2024 05:00:00","BZN|FR","10247.07","9649.03","9649.03","6844.00"
"18/01/2024 05:00:00 - 18/01/2024 06:00:00","BZN|FR","10608.63","9598.00","9598.00","7069.00"
"18/01/2024 06:00:00 - 18/01/2024 07:00:00","BZN|FR","10973.14","9534.89","9534.89","7512.00"
"18/01/2024 07:00:00 - 18/01/2024 08:00:00","BZN|FR","11336.89","9318.71","9318.71","7235.00"
"18/01/2024 08:00:00 - 18/01/2024 09:00:00","BZN|FR","10845.24","9174.78","9174.78","6839.00"
"18/01/2024 09:00:00 - 18/01/2024 10:00:00","BZN|FR","10353.20","8877.36","8877.36","6316.00"
"18/01/2024 10:00:00 - 18/01/2024 11:00:00","BZN|FR","9862.51","8461.97","7392.05","5781.00"
"18/01/2024 11:00:00 - 18/01/2024 12:00:00","BZN|FR","9530.64","7853.51","7152.18","5192.00"
"18/01/2024 12:00:00 - 18/01/2024 13:00:00","BZN|FR","9197.76","7208.44","6728.19","4907.00"
"18/01/2024 13:00:00 - 18/01/2024 14:00:00","BZN|FR","8864.88","6542.58","6164.43","4442.00"
"18/01/2024 14:00:00 - 18/01/2024 15:00:00","BZN|FR","8403.16","6016.45","5737.73","4280.00"
"18/01/2024 15:00:00 - 18/01/2024 16:00:00","BZN|FR","7941.19","5494.54","5269.79","4317.00"
"18/01/2024 16:00:00 - 18/01/2024 17:00:00","BZN|FR","7479.83","4962.42","4779.70","4078.00"
"18/01/2024 17:00:00 - 18/01/2024 18:00:00","BZN|FR","7093.09","5186.85","5031.75","3697.00"
"18/01/2024 18:00:00 - 18/01/2024 19:00:00","BZN|FR","6711.26","5407.57","5290.88","3485.00"
"18/01/2024 19:00:00 - 18/01/2024 20:00:00","BZN|FR","6332.26","5632.96","5534.68","3615.00"
"18/01/2024 20:00:00 - 18/01/2024 21:00:00","BZN|FR","6070.12","5566.67","5472.21","3888.00"
"18/01/2024 21:00:00 - 18/01/2024 22:00:00","BZN|FR","5809.03","5498.17","5405.05","4219.00"
"18/01/2024 22:00:00 - 18/01/2024 23:00:00","BZN|FR","5549.23","5423.46","5344.51","4250.00"
"18/01/2024 23:00:00 - 19/01/2024 00:00:00","BZN|FR","5009.90","4982.41","4917.84","3828.00"
"19/01/2024 00:00:00 - 19/01/2024 01:00:00","BZN|FR","4306.69","4310.63","4310.63","3396.00"
"19/01/2024 01:00:00 - 19/01/2024 02:00:00","BZN|FR","3762.01","3807.86","3807.86","2881.00"
"19/01/2024 02:00:00 - 19/01/2024 03:00:00","BZN|FR","3551.08","3679.28","3679.28","2556.00"
"19/01/2024 03:00:00 - 19/01/2024 04:00:00","BZN|FR","3336.86","3545.48","3545.48","2293.00"
"19/01/2024 04:00:00 - 19/01/2024 05:00:00","BZN|FR","3124.12","3414.91","3414.91","2156.00"
"19/01/2024 05:00:00 - 19/01/2024 06:00:00","BZN|FR","3075.33","3240.88","3240.88","2224.00"
"19/01/2024 06:00:00 - 19/01/2024 07:00:00","BZN|FR","3028.13","3062.14","3062.14","2258.00"
"19/01/2024 07:00:00 - 19/01/2024 08:00:00","BZN|FR","2979.91","2388.42","2388.42","2121.00"
"19/01/2024 08:00:00 - 19/01/2024 09:00:00","BZN|FR","2730.69","2334.98","2334.98","2071.00"
"19/01/2024 09:00:00 - 19/01/2024 10:00:00","BZN|FR","2486.04","2231.40","2231.40","2048.00"
"19/01/2024 10:00:00 - 19/01/2024 11:00:00","BZN|FR","2248.61","2095.27","2060.96","1880.00"
"19/01/2024 11:00:00 - 19/01/2024 12:00:00","BZN|FR","2238.99","2096.75","2089.85","1731.00"
"19/01/2024 12:00:00 - 19/01/2024 13:00:00","BZN|FR","2234.10","2090.36","2094.62","1553.00"
"19/01/2024 13:00:00 - 19/01/2024 14:00:00","BZN|FR","2232.81","2079.32","2083.08","1629.00"
"19/01/2024 14:00:00 - 19/01/2024 15:00:00","BZN|FR","2397.48","2252.33","2265.46","1761.00"
"19/01/2024 15:00:00 - 19/01/2024 16:00:00","BZN|FR","2565.10","2432.24","2446.01","1923.00"
"19/01/2024 16:00:00 - 19/01/2024 17:00:00","BZN|FR","2733.96","2609.12","2622.88","2104.00"
"19/01/2024 17:00:00 - 19/01/2024 18:00:00","BZN|FR","2966.36","2867.66","2884.43","2261.00"
"19/01/2024 18:00:00 - 19/01/2024 19:00:00","BZN|FR","3205.31","3126.90","3148.44","2411.00"
"19/01/2024 19:00:00 - 19/01/2024 20:00:00","BZN|FR","3446.59","3388.49","3409.20","2677.00"
"19/01/2024 20:00:00 - 19/01/2024 21:00:00","BZN|FR","3593.74","3581.94","3598.67","2981.00"
"19/01/2024 21:00:00 - 19/01/2024 22:00:00","BZN|FR","3742.67","3773.28","3787.64","3264.00"
"19/01/2024 22:00:00 - 19/01/2024 23:00:00","BZN|FR","3893.05","3963.04","3978.70","3318.00"
"19/01/2024 23:00:00 - 20/01/2024 00:00:00","BZN|FR","3924.07","3958.58","3978.36","3250.00"
"20/01/2024 00:00:00 - 20/01/2024 01:00:00","BZN|FR","3912.89","4170.32","4170.32","3402.00"
"20/01/2024 01:00:00 - 20/01/2024 02:00:00","BZN|FR","3937.14","4262.45","4262.45","3426.00"
"20/01/2024 02:00:00 - 20/01/2024 03:00:00","BZN|FR","3998.80","4158.96","4158.96","3283.00"
"20/01/2024 03:00:00 - 20/01/2024 04:00:00","BZN|FR","4056.66","4052.48","4052.48","3155.00"
"20/01/2024 04:00:00 - 20/01/2024 05:00:00","BZN|FR","4113.22","3946.56","3946.56","3024.00"
"20/01/2024 05:00:00 - 20/01/2024 06:00:00","BZN|FR","4198.90","4061.00","4061.00","2965.00"
"20/01/2024 06:00:00 - 20/01/2024 07:00:00","BZN|FR","4285.39","4173.03","4173.03","2962.00"
"20/01/2024 07:00:00 - 20/01/2024 08:00:00","BZN|FR","4370.88","3555.55","3555.55","2890.00"
"20/01/2024 08:00:00 - 20/01/2024 09:00:00","BZN|FR","4566.74","3930.73","3930.73","2833.00"
"20/01/2024 09:00:00 - 20/01/2024 10:00:00","BZN|FR","4762.90","4251.91","4251.91","2812.00"
"20/01/2024 10:00:00 - 20/01/2024 11:00:00","BZN|FR","4960.13","4537.04","3879.71","2781.00"
"20/01/2024 11:00:00 - 20/01/2024 12:00:00","BZN|FR","4375.36","4084.49","3631.06","2493.00"
"20/01/2024 12:00:00 - 20/01/2024 13:00:00","BZN|FR","3794.33","3622.73","3286.69","2132.00"
"20/01/2024 13:00:00 - 20/01/2024 14:00:00","BZN|FR","3225.32","3158.42","2879.96","1893.00"
"20/01/2024 14:00:00 - 20/01/2024 15:00:00","BZN|FR","3145.47","3205.15","2983.01","1847.00"
"20/01/2024 15:00:00 - 20/01/2024 16:00:00","BZN|FR","3073.63","3255.50","3068.20","1826.00"
"20/01/2024 16:00:00 - 20/01/2024 17:00:00","BZN|FR","3005.17","3303.28","3142.78","1894.00"
"20/01/2024 17:00:00 - 20/01/2024 18:00:00","BZN|FR","4461.48","4625.97","4487.52","2258.00"
"20/01/2024 18:00:00 - 20/01/2024 19:00:00","BZN|FR","5930.25","5952.26","5840.76","3156.00"
"20/01/2024 19:00:00 - 20/01/2024 20:00:00","BZN|FR","7402.05","7280.84","7184.45","4551.00"
"20/01/2024 20:00:00 - 20/01/2024 21:00:00","BZN|FR","8695.94","8602.27","8509.83","5748.00"
"20/01/2024 21:00:00 - 20/01/2024 22:00:00","BZN|FR","9990.84","9926.71","9835.94","7221.00"
