"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"26/05/2024 09:00:00 - 26/05/2024 10:00:00","BZN|FR","3611.20","3415.88","3158.57","3232.00"
"26/05/2024 10:00:00 - 26/05/2024 11:00:00","BZN|FR","3220.89","3198.67","3218.92","3334.00"
"26/05/2024 11:00:00 - 26/05/2024 12:00:00","BZN|FR","2887.32","3028.63","3099.71","2930.00"
"26/05/2024 12:00:00 - 26/05/2024 13:00:00","BZN|FR","3386.53","3694.65","3738.70","3352.00"
"26/05/2024 13:00:00 - 26/05/2024 14:00:00","BZN|FR","3846.30","4393.14","4347.30","3926.00"
"26/05/2024 14:00:00 - 26/05/2024 15:00:00","BZN|FR","4291.78","5031.58","4938.39","4582.00"
"26/05/2024 15:00:00 - 26/05/2024 16:00:00","BZN|FR","4489.28","5030.58","4994.84","4717.00"
"26/05/2024 16:00:00 - 26/05/2024 17:00:00","BZN|FR","4712.98","5058.37","5077.45","4594.00"
"26/05/2024 17:00:00 - 26/05/2024 18:00:00","BZN|FR","4949.05","5188.55","5174.75","5378.00"
"26/05/2024 18:00:00 - 26/05/2024 19:00:00","BZN|FR","4363.08","4600.94","4582.35","4987.00"
"26/05/2024 19:00:00 - 26/05/2024 20:00:00","BZN|FR","3778.61","4000.56","3991.54","4226.00"
"26/05/2024 20:00:00 - 26/05/2024 21:00:00","BZN|FR","3215.89","3432.69","3422.24","3432.00"
"26/05/2024 21:00:00 - 26/05/2024 22:00:00","BZN|FR","3027.61","3140.06","3122.94","3096.00"
"26/05/2024 22:00:00 - 26/05/2024 23:00:00","BZN|FR","2848.06","2838.81","2832.43","2933.00"
"26/05/2024 23:00:00 - 27/05/2024 00:00:00","BZN|FR","2669.38","2520.37","2543.10","2915.00"
"27/05/2024 00:00:00 - 27/05/2024 01:00:00","BZN|FR","2701.44","2409.21","2977.21","2787.00"
"27/05/2024 01:00:00 - 27/05/2024 02:00:00","BZN|FR","2684.93","2446.67","2987.67","2633.00"
"27/05/2024 02:00:00 - 27/05/2024 03:00:00","BZN|FR","2628.46","2449.05","3000.30","2444.00"
"27/05/2024 03:00:00 - 27/05/2024 04:00:00","BZN|FR","2459.07","2321.73","2857.23","2314.00"
"27/05/2024 04:00:00 - 27/05/2024 05:00:00","BZN|FR","2288.18","2191.50","2718.50","2036.00"
"27/05/2024 05:00:00 - 27/05/2024 06:00:00","BZN|FR","2142.76","2087.42","2582.17","1884.00"
"27/05/2024 06:00:00 - 27/05/2024 07:00:00","BZN|FR","1912.35","1852.62","2376.37","1728.00"
"27/05/2024 07:00:00 - 27/05/2024 08:00:00","BZN|FR","1736.53","1961.78","2171.92","1493.00"
"27/05/2024 08:00:00 - 27/05/2024 09:00:00","BZN|FR","1544.46","1271.30","1453.29","1259.00"
"27/05/2024 09:00:00 - 27/05/2024 10:00:00","BZN|FR","1545.05","1369.16","1495.24","1356.00"
"27/05/2024 10:00:00 - 27/05/2024 11:00:00","BZN|FR","1557.47","1544.78","1510.95","1720.00"
"27/05/2024 11:00:00 - 27/05/2024 12:00:00","BZN|FR","1598.45","1674.53","1685.06","2384.00"
"27/05/2024 12:00:00 - 27/05/2024 13:00:00","BZN|FR","2020.47","2219.08","2199.86","2968.00"
"27/05/2024 13:00:00 - 27/05/2024 14:00:00","BZN|FR","2439.15","2751.07","2713.06","3551.00"
"27/05/2024 14:00:00 - 27/05/2024 15:00:00","BZN|FR","2857.25","3278.38","3224.14","3870.00"
"27/05/2024 15:00:00 - 27/05/2024 16:00:00","BZN|FR","3299.95","3668.71","3604.66","4290.00"
"27/05/2024 16:00:00 - 27/05/2024 17:00:00","BZN|FR","3665.22","4083.03","3904.87","4512.00"
"27/05/2024 17:00:00 - 27/05/2024 18:00:00","BZN|FR","4150.54","4463.71","4324.88","4530.00"
"27/05/2024 18:00:00 - 27/05/2024 19:00:00","BZN|FR","3799.71","4143.23","4079.39","4425.00"
"27/05/2024 19:00:00 - 27/05/2024 20:00:00","BZN|FR","3372.66","3778.43","3756.93","3878.00"
"27/05/2024 20:00:00 - 27/05/2024 21:00:00","BZN|FR","2754.62","3404.23","3242.97","3032.00"
"27/05/2024 21:00:00 - 27/05/2024 22:00:00","BZN|FR","2549.84","3144.43","3045.70","2648.00"
"27/05/2024 22:00:00 - 27/05/2024 23:00:00","BZN|FR","2400.19","2884.91","2903.33","2571.00"
"27/05/2024 23:00:00 - 28/05/2024 00:00:00","BZN|FR","2236.55","2738.72","2745.75","2709.00"
"28/05/2024 00:00:00 - 28/05/2024 01:00:00","BZN|FR","2981.58","3013.99","3725.24","3002.00"
"28/05/2024 01:00:00 - 28/05/2024 02:00:00","BZN|FR","3125.80","3167.33","3954.83","3196.00"
"28/05/2024 02:00:00 - 28/05/2024 03:00:00","BZN|FR","3319.55","3368.31","4183.56","3280.00"
"28/05/2024 03:00:00 - 28/05/2024 04:00:00","BZN|FR","3460.60","3402.59","4223.84","3419.00"
"28/05/2024 04:00:00 - 28/05/2024 05:00:00","BZN|FR","3536.13","3371.49","4264.49","3497.00"
"28/05/2024 05:00:00 - 28/05/2024 06:00:00","BZN|FR","3541.20","3270.26","4304.76","3453.00"
"28/05/2024 06:00:00 - 28/05/2024 07:00:00","BZN|FR","3448.65","3238.22","4302.47","3346.00"
"28/05/2024 07:00:00 - 28/05/2024 08:00:00","BZN|FR","3480.00","4276.02","4301.14","3414.00"
"28/05/2024 08:00:00 - 28/05/2024 09:00:00","BZN|FR","3358.98","3221.66","3240.38","3451.00"
"28/05/2024 09:00:00 - 28/05/2024 10:00:00","BZN|FR","3693.81","3886.53","3708.97","3948.00"
"28/05/2024 10:00:00 - 28/05/2024 11:00:00","BZN|FR","4069.20","4526.04","4568.31","4810.00"
"28/05/2024 11:00:00 - 28/05/2024 12:00:00","BZN|FR","4427.10","5163.79","5230.11","5730.00"
"28/05/2024 12:00:00 - 28/05/2024 13:00:00","BZN|FR","5072.39","5925.06","6011.47","6010.00"
"28/05/2024 13:00:00 - 28/05/2024 14:00:00","BZN|FR","5696.13","6689.26","6772.54","6167.00"
"28/05/2024 14:00:00 - 28/05/2024 15:00:00","BZN|FR","6179.59","7404.71","7387.50","6294.00"
"28/05/2024 15:00:00 - 28/05/2024 16:00:00","BZN|FR","6200.71","7095.56","7136.29","6402.00"
"28/05/2024 16:00:00 - 28/05/2024 17:00:00","BZN|FR","6272.70","6868.69","6931.74","6603.00"
"28/05/2024 17:00:00 - 28/05/2024 18:00:00","BZN|FR","6284.77","6635.59","6668.69","6528.00"
"28/05/2024 18:00:00 - 28/05/2024 19:00:00","BZN|FR","5655.58","6137.59","6127.05","6137.00"
"28/05/2024 19:00:00 - 28/05/2024 20:00:00","BZN|FR","5078.84","5661.86","5636.39","5480.00"
"28/05/2024 20:00:00 - 28/05/2024 21:00:00","BZN|FR","4516.81","5171.96","5159.31","5049.00"
"28/05/2024 21:00:00 - 28/05/2024 22:00:00","BZN|FR","4693.28","5464.99","5477.01","5497.00"
"28/05/2024 22:00:00 - 28/05/2024 23:00:00","BZN|FR","4829.64","5776.91","5753.98","5891.00"
"28/05/2024 23:00:00 - 29/05/2024 00:00:00","BZN|FR","4981.07","6109.05","6045.85","6469.00"
"29/05/2024 00:00:00 - 29/05/2024 01:00:00","BZN|FR","5944.29","6165.97","7230.97","6809.00"
"29/05/2024 01:00:00 - 29/05/2024 02:00:00","BZN|FR","6182.52","6226.93","7365.68","6898.00"
"29/05/2024 02:00:00 - 29/05/2024 03:00:00","BZN|FR","6557.34","6431.59","7502.34","6687.00"
"29/05/2024 03:00:00 - 29/05/2024 04:00:00","BZN|FR","6349.39","6110.17","7099.17","6269.00"
"29/05/2024 04:00:00 - 29/05/2024 05:00:00","BZN|FR","6146.13","5794.92","6697.42","6079.00"
"29/05/2024 05:00:00 - 29/05/2024 06:00:00","BZN|FR","5915.79","5452.68","6296.68","5718.00"
"29/05/2024 06:00:00 - 29/05/2024 07:00:00","BZN|FR","5418.78","5131.42","5933.67","5209.00"
"29/05/2024 07:00:00 - 29/05/2024 08:00:00","BZN|FR","4885.20","5681.13","5570.52","5066.00"
"29/05/2024 08:00:00 - 29/05/2024 09:00:00","BZN|FR","4328.04","4501.79","4438.00","5141.00"
"29/05/2024 09:00:00 - 29/05/2024 10:00:00","BZN|FR","4423.85","4501.14","4456.63","5210.00"
"29/05/2024 10:00:00 - 29/05/2024 11:00:00","BZN|FR","4507.48","4565.17","4680.77","5187.00"
"29/05/2024 11:00:00 - 29/05/2024 12:00:00","BZN|FR","4597.68","4616.82","4712.84","5506.00"
"29/05/2024 12:00:00 - 29/05/2024 13:00:00","BZN|FR","4930.67","4986.72","5054.87","5756.00"
"29/05/2024 13:00:00 - 29/05/2024 14:00:00","BZN|FR","5211.28","5277.06","5346.05","5829.00"
"29/05/2024 14:00:00 - 29/05/2024 15:00:00","BZN|FR","5464.34","5627.91","5611.55","5976.00"
"29/05/2024 15:00:00 - 29/05/2024 16:00:00","BZN|FR","5335.36","5578.94","5432.15","6013.00"
"29/05/2024 16:00:00 - 29/05/2024 17:00:00","BZN|FR","5340.34","5513.49","5388.87","5805.00"
"29/05/2024 17:00:00 - 29/05/2024 18:00:00","BZN|FR","5400.11","5474.98","5399.13","5364.00"
"29/05/2024 18:00:00 - 29/05/2024 19:00:00","BZN|FR","5109.62","5180.42","5082.83","5010.00"
"29/05/2024 19:00:00 - 29/05/2024 20:00:00","BZN|FR","4822.15","4892.79","4771.49","5069.00"
"29/05/2024 20:00:00 - 29/05/2024 21:00:00","BZN|FR","4519.04","4626.59","4443.96","5324.00"
"29/05/2024 21:00:00 - 29/05/2024 22:00:00","BZN|FR","4507.68","4571.40","4463.56","5574.00"
"29/05/2024 22:00:00 - 29/05/2024 23:00:00","BZN|FR","4530.07","4618.38","4517.90","5800.00"
"29/05/2024 23:00:00 - 30/05/2024 00:00:00","BZN|FR","4533.88","4679.54","4553.10","5791.00"
"30/05/2024 00:00:00 - 30/05/2024 01:00:00","BZN|FR","5586.83","5719.80","6539.30","5443.00"
"30/05/2024 01:00:00 - 30/05/2024 02:00:00","BZN|FR","5482.50","5477.61","6301.11","4967.00"
"30/05/2024 02:00:00 - 30/05/2024 03:00:00","BZN|FR","5394.21","5252.21","6062.71","4382.00"
"30/05/2024 03:00:00 - 30/05/2024 04:00:00","BZN|FR","4950.37","4776.05","5541.80","3617.00"
"30/05/2024 04:00:00 - 30/05/2024 05:00:00","BZN|FR","4502.13","4293.48","5018.98","3227.00"
"30/05/2024 05:00:00 - 30/05/2024 06:00:00","BZN|FR","4016.79","3773.53","4495.53","2990.00"
"30/05/2024 06:00:00 - 30/05/2024 07:00:00","BZN|FR","3791.98","3506.58","4236.83","2840.00"
"30/05/2024 07:00:00 - 30/05/2024 08:00:00","BZN|FR","3592.16","3404.17","3977.87","2731.00"
"30/05/2024 08:00:00 - 30/05/2024 09:00:00","BZN|FR","3339.84","2620.54","2999.49","2704.00"
"30/05/2024 09:00:00 - 30/05/2024 10:00:00","BZN|FR","3482.96","2789.06","3081.19","2788.00"
"30/05/2024 10:00:00 - 30/05/2024 11:00:00","BZN|FR","3667.22","2883.96","2847.68","2985.00"
"30/05/2024 11:00:00 - 30/05/2024 12:00:00","BZN|FR","3827.11","2997.16","2958.57","3417.00"
"30/05/2024 12:00:00 - 30/05/2024 13:00:00","BZN|FR","4168.50","3727.60","3676.41","3938.00"
"30/05/2024 13:00:00 - 30/05/2024 14:00:00","BZN|FR","4530.78","4451.33","4414.95","4757.00"
"30/05/2024 14:00:00 - 30/05/2024 15:00:00","BZN|FR","4920.32","5252.81","5180.41","5540.00"
"30/05/2024 15:00:00 - 30/05/2024 16:00:00","BZN|FR","5544.83","5993.41","5928.89","6444.00"
"30/05/2024 16:00:00 - 30/05/2024 17:00:00","BZN|FR","6157.07","6711.55","6670.08","7341.00"
"30/05/2024 17:00:00 - 30/05/2024 18:00:00","BZN|FR","6750.83","7425.95","7393.21","7076.00"
"30/05/2024 18:00:00 - 30/05/2024 19:00:00","BZN|FR","6427.77","7033.78","6975.65","6446.00"
"30/05/2024 19:00:00 - 30/05/2024 20:00:00","BZN|FR","6067.52","6589.65","6519.44","6128.00"
"30/05/2024 20:00:00 - 30/05/2024 21:00:00","BZN|FR","5744.31","6094.44","6100.16","5315.00"
"30/05/2024 21:00:00 - 30/05/2024 22:00:00","BZN|FR","5586.16","5846.43","5893.48","4862.00"
"30/05/2024 22:00:00 - 30/05/2024 23:00:00","BZN|FR","5442.92","5657.19","5702.52","4614.00"
"30/05/2024 23:00:00 - 31/05/2024 00:00:00","BZN|FR","5247.55","5420.78","5458.87","4712.00"
"31/05/2024 00:00:00 - 31/05/2024 01:00:00","BZN|FR","5325.85","5132.78","5960.78","4833.00"
"31/05/2024 01:00:00 - 31/05/2024 02:00:00","BZN|FR","5213.45","5083.77","5845.52","4637.00"
"31/05/2024 02:00:00 - 31/05/2024 03:00:00","BZN|FR","5105.07","5035.83","5726.33","4830.00"
"31/05/2024 03:00:00 - 31/05/2024 04:00:00","BZN|FR","5056.44","4952.55","5677.05","4842.00"
"31/05/2024 04:00:00 - 31/05/2024 05:00:00","BZN|FR","5026.40","4884.51","5624.51","4786.00"
"31/05/2024 05:00:00 - 31/05/2024 06:00:00","BZN|FR","4959.04","4776.10","5568.35","4955.00"
"31/05/2024 06:00:00 - 31/05/2024 07:00:00","BZN|FR","4747.99","4631.15","5409.65","4961.00"
"31/05/2024 07:00:00 - 31/05/2024 08:00:00","BZN|FR","4526.57","5136.77","5254.19","4658.00"
"31/05/2024 08:00:00 - 31/05/2024 09:00:00","BZN|FR","4420.15","4295.23","4418.18","4479.00"
"31/05/2024 09:00:00 - 31/05/2024 10:00:00","BZN|FR","4540.50","4487.73","4486.18","4518.00"
"31/05/2024 10:00:00 - 31/05/2024 11:00:00","BZN|FR","4619.45","4679.81","4531.82","4889.00"
"31/05/2024 11:00:00 - 31/05/2024 12:00:00","BZN|FR","4637.02","4847.22","4560.88","5274.00"
"31/05/2024 12:00:00 - 31/05/2024 13:00:00","BZN|FR","5033.31","5314.13","5005.43","5647.00"
"31/05/2024 13:00:00 - 31/05/2024 14:00:00","BZN|FR","5416.87","5752.52","5435.96","5869.00"
"31/05/2024 14:00:00 - 31/05/2024 15:00:00","BZN|FR","5763.12","6133.78","5831.00","4046.00"
"31/05/2024 15:00:00 - 31/05/2024 16:00:00","BZN|FR","5932.66","6360.41","6062.57","4148.00"
"31/05/2024 16:00:00 - 31/05/2024 17:00:00","BZN|FR","6086.71","6540.56","6278.91","4118.00"
"31/05/2024 17:00:00 - 31/05/2024 18:00:00","BZN|FR","6231.29","6668.47","6486.87","4056.00"
"31/05/2024 18:00:00 - 31/05/2024 19:00:00","BZN|FR","5979.58","6466.99","6222.61","6248.00"
"31/05/2024 19:00:00 - 31/05/2024 20:00:00","BZN|FR","5738.99","6322.47","5970.94","6560.00"
"31/05/2024 20:00:00 - 31/05/2024 21:00:00","BZN|FR","5492.00","6153.71","5713.71","6523.00"
"31/05/2024 21:00:00 - 31/05/2024 22:00:00","BZN|FR","5489.78","6165.80","5807.78","6438.00"
"31/05/2024 22:00:00 - 31/05/2024 23:00:00","BZN|FR","5515.75","6164.91","5929.37","6318.00"
"31/05/2024 23:00:00 - 01/06/2024 00:00:00","BZN|FR","5464.23","6127.63","5974.49","6087.00"
"01/06/2024 00:00:00 - 01/06/2024 01:00:00","BZN|FR","5409.04","5600.13","6437.63","5656.00"
"01/06/2024 01:00:00 - 01/06/2024 02:00:00","BZN|FR","5183.41","5306.07","6190.32","5375.00"
"01/06/2024 02:00:00 - 01/06/2024 03:00:00","BZN|FR","5017.60","5083.05","5944.55","5213.00"
"01/06/2024 03:00:00 - 01/06/2024 04:00:00","BZN|FR","5005.03","4923.49","5728.49","5020.00"
"01/06/2024 04:00:00 - 01/06/2024 05:00:00","BZN|FR","5003.14","4774.88","5514.13","5011.00"
"01/06/2024 05:00:00 - 01/06/2024 06:00:00","BZN|FR","5002.05","4626.58","5300.33","5134.00"
"01/06/2024 06:00:00 - 01/06/2024 07:00:00","BZN|FR","4940.63","4582.42","5239.42","5048.00"
"01/06/2024 07:00:00 - 01/06/2024 08:00:00","BZN|FR","4905.81","5139.91","5179.80","5090.00"
"01/06/2024 08:00:00 - 01/06/2024 09:00:00","BZN|FR","4845.13","4332.75","4486.93","5144.00"
"01/06/2024 09:00:00 - 01/06/2024 10:00:00","BZN|FR","4956.20","4410.89","4642.47","5212.00"
"01/06/2024 10:00:00 - 01/06/2024 11:00:00","BZN|FR","5075.83","4469.73","4856.59","3480.00"
"01/06/2024 11:00:00 - 01/06/2024 12:00:00","BZN|FR","5204.78","4523.06","4872.59","3706.00"
"01/06/2024 12:00:00 - 01/06/2024 13:00:00","BZN|FR","5453.48","4947.33","5291.39","5036.00"
"01/06/2024 13:00:00 - 01/06/2024 14:00:00","BZN|FR","5634.85","5368.84","5652.86","3905.00"
"01/06/2024 14:00:00 - 01/06/2024 15:00:00","BZN|FR","5771.18","5817.07","5980.14","4015.00"
"01/06/2024 15:00:00 - 01/06/2024 16:00:00","BZN|FR","6207.64","6086.55","6337.26","4273.00"
"01/06/2024 16:00:00 - 01/06/2024 17:00:00","BZN|FR","6628.30","6357.27","6681.55","4360.00"
"01/06/2024 17:00:00 - 01/06/2024 18:00:00","BZN|FR","7028.32","6665.19","7002.19","4411.00"
"01/06/2024 18:00:00 - 01/06/2024 19:00:00","BZN|FR","6987.50","6784.09","6962.05","6535.00"
"01/06/2024 19:00:00 - 01/06/2024 20:00:00","BZN|FR","6949.75","6875.22","6927.86","7156.00"
"01/06/2024 20:00:00 - 01/06/2024 21:00:00","BZN|FR","6886.85","7003.49","6869.37","7458.00"
"01/06/2024 21:00:00 - 01/06/2024 22:00:00","BZN|FR","6728.28","6796.58","6772.77","7036.00"
"01/06/2024 22:00:00 - 01/06/2024 23:00:00","BZN|FR","6571.48","6589.44","6680.05","6438.00"
"01/06/2024 23:00:00 - 02/06/2024 00:00:00","BZN|FR","6422.42","6326.50","6596.75","6285.00"
"02/06/2024 00:00:00 - 02/06/2024 01:00:00","BZN|FR","6011.87","5998.11","6438.11","6124.00"
"02/06/2024 01:00:00 - 02/06/2024 02:00:00","BZN|FR","5903.21","5696.38","6179.63","5908.00"
"02/06/2024 02:00:00 - 02/06/2024 03:00:00","BZN|FR","5775.61","5386.54","5921.79","5690.00"
"02/06/2024 03:00:00 - 02/06/2024 04:00:00","BZN|FR","5538.78","5208.91","5787.66","5383.00"
"02/06/2024 04:00:00 - 02/06/2024 05:00:00","BZN|FR","5371.40","5096.95","5652.95","5095.00"
"02/06/2024 05:00:00 - 02/06/2024 06:00:00","BZN|FR","5269.79","5050.56","5518.31","4833.00"
"02/06/2024 06:00:00 - 02/06/2024 07:00:00","BZN|FR","5157.46","4980.21","5412.46","4606.00"
"02/06/2024 07:00:00 - 02/06/2024 08:00:00","BZN|FR","5034.76","4944.93","5307.43","4751.00"
"02/06/2024 08:00:00 - 02/06/2024 09:00:00","BZN|FR","4885.77","4379.84","4758.45","4847.00"
"02/06/2024 09:00:00 - 02/06/2024 10:00:00","BZN|FR","4743.68","4348.50","4691.84","3536.00"
"02/06/2024 10:00:00 - 02/06/2024 11:00:00","BZN|FR","4553.23","4389.57","4476.24","3697.00"
"02/06/2024 11:00:00 - 02/06/2024 12:00:00","BZN|FR","4447.45","4382.43","4455.80","3632.00"
"02/06/2024 12:00:00 - 02/06/2024 13:00:00","BZN|FR","4401.59","4561.72","4607.28","3436.00"
"02/06/2024 13:00:00 - 02/06/2024 14:00:00","BZN|FR","4347.37","4765.71","4756.86","3277.00"
"02/06/2024 14:00:00 - 02/06/2024 15:00:00","BZN|FR","4295.62","4914.30","4919.90","3146.00"
"02/06/2024 15:00:00 - 02/06/2024 16:00:00","BZN|FR","4511.18","5146.56","5189.69","3159.00"
"02/06/2024 16:00:00 - 02/06/2024 17:00:00","BZN|FR","4660.65","5361.57","5396.53","3216.00"
"02/06/2024 17:00:00 - 02/06/2024 18:00:00","BZN|FR","4823.63","5539.52","5613.88","3225.00"
"02/06/2024 18:00:00 - 02/06/2024 19:00:00","BZN|FR","5099.41","5459.44","5530.14","4610.00"
"02/06/2024 19:00:00 - 02/06/2024 20:00:00","BZN|FR","5358.67","5399.57","5431.91","4834.00"
"02/06/2024 20:00:00 - 02/06/2024 21:00:00","BZN|FR","5567.41","5255.58","5285.18","4491.00"
"02/06/2024 21:00:00 - 02/06/2024 22:00:00","BZN|FR","5252.56","5154.23","5144.66","4050.00"
"02/06/2024 22:00:00 - 02/06/2024 23:00:00","BZN|FR","4951.61","4941.32","5018.55","3730.00"
"02/06/2024 23:00:00 - 03/06/2024 00:00:00","BZN|FR","4650.32","4825.55","4893.32","3435.00"
"03/06/2024 00:00:00 - 03/06/2024 01:00:00","BZN|FR","4074.39","3753.95","4022.95","3322.00"
"03/06/2024 01:00:00 - 03/06/2024 02:00:00","BZN|FR","3824.04","3555.90","3838.90","3131.00"
"03/06/2024 02:00:00 - 03/06/2024 03:00:00","BZN|FR","3544.04","3332.64","3653.64","2832.00"
"03/06/2024 03:00:00 - 03/06/2024 04:00:00","BZN|FR","3346.68","3157.40","3515.90","2588.00"
"03/06/2024 04:00:00 - 03/06/2024 05:00:00","BZN|FR","3246.22","3073.89","3377.64","2523.00"
"03/06/2024 05:00:00 - 03/06/2024 06:00:00","BZN|FR","3128.27","2968.50","3236.00","2401.00"
"03/06/2024 06:00:00 - 03/06/2024 07:00:00","BZN|FR","2760.98","2622.14","2837.89","2218.00"
"03/06/2024 07:00:00 - 03/06/2024 08:00:00","BZN|FR","2356.98","2156.16","2441.46","1785.00"
"03/06/2024 08:00:00 - 03/06/2024 09:00:00","BZN|FR","1969.67","1618.62","1866.84","1344.00"
"03/06/2024 09:00:00 - 03/06/2024 10:00:00","BZN|FR","1600.28","1373.46","1585.89","1243.00"
"03/06/2024 10:00:00 - 03/06/2024 11:00:00","BZN|FR","1283.52","1135.32","1148.17","1284.00"
"03/06/2024 11:00:00 - 03/06/2024 12:00:00","BZN|FR","996.43","893.44","1009.90","1256.00"
"03/06/2024 12:00:00 - 03/06/2024 13:00:00","BZN|FR","1054.08","1003.11","1115.47","1275.00"
"03/06/2024 13:00:00 - 03/06/2024 14:00:00","BZN|FR","1119.64","1082.62","1231.00","1344.00"
"03/06/2024 14:00:00 - 03/06/2024 15:00:00","BZN|FR","1146.78","1154.75","1304.26","1436.00"
"03/06/2024 15:00:00 - 03/06/2024 16:00:00","BZN|FR","1318.46","1325.09","1461.33","1618.00"
"03/06/2024 16:00:00 - 03/06/2024 17:00:00","BZN|FR","1487.70","1496.18","1611.14","1746.00"
"03/06/2024 17:00:00 - 03/06/2024 18:00:00","BZN|FR","1644.85","1649.38","1747.09","1841.00"
"03/06/2024 18:00:00 - 03/06/2024 19:00:00","BZN|FR","1673.86","1693.79","1726.31","1869.00"
"03/06/2024 19:00:00 - 03/06/2024 20:00:00","BZN|FR","1720.97","1788.78","1719.74","1891.00"
"03/06/2024 20:00:00 - 03/06/2024 21:00:00","BZN|FR","1774.38","1826.30","1718.11","1720.00"
"03/06/2024 21:00:00 - 03/06/2024 22:00:00","BZN|FR","1769.18","1824.90","1740.71","1679.00"
"03/06/2024 22:00:00 - 03/06/2024 23:00:00","BZN|FR","1803.69","1852.44","1802.19","1720.00"
"03/06/2024 23:00:00 - 04/06/2024 00:00:00","BZN|FR","1860.29","1867.44","1884.54","1609.00"
"04/06/2024 00:00:00 - 04/06/2024 01:00:00","BZN|FR","1807.17","1739.52","1902.27","1391.00"
"04/06/2024 01:00:00 - 04/06/2024 02:00:00","BZN|FR","1565.46","1534.84","1685.34","1208.00"
"04/06/2024 02:00:00 - 04/06/2024 03:00:00","BZN|FR","1325.59","1332.44","1470.19","1030.00"
"04/06/2024 03:00:00 - 04/06/2024 04:00:00","BZN|FR","1165.72","1175.01","1309.01","910.00"
"04/06/2024 04:00:00 - 04/06/2024 05:00:00","BZN|FR","989.48","1002.08","1149.08","848.00"
"04/06/2024 05:00:00 - 04/06/2024 06:00:00","BZN|FR","808.12","825.72","991.22","804.00"
"04/06/2024 06:00:00 - 04/06/2024 07:00:00","BZN|FR","853.39","881.59","991.09","802.00"
"04/06/2024 07:00:00 - 04/06/2024 08:00:00","BZN|FR","823.82","946.12","991.45","829.00"
"04/06/2024 08:00:00 - 04/06/2024 09:00:00","BZN|FR","779.82","843.76","890.21","783.00"
"04/06/2024 09:00:00 - 04/06/2024 10:00:00","BZN|FR","757.19","821.78","841.62","735.00"
"04/06/2024 10:00:00 - 04/06/2024 11:00:00","BZN|FR","692.68","820.97","805.56","743.00"
"04/06/2024 11:00:00 - 04/06/2024 12:00:00","BZN|FR","596.74","813.55","759.62","909.00"
"04/06/2024 12:00:00 - 04/06/2024 13:00:00","BZN|FR","765.21","1155.35","1151.08","1248.00"
"04/06/2024 13:00:00 - 04/06/2024 14:00:00","BZN|FR","924.19","1507.23","1535.76","1654.00"
"04/06/2024 14:00:00 - 04/06/2024 15:00:00","BZN|FR","1010.14","1880.69","1849.92","1959.00"
"04/06/2024 15:00:00 - 04/06/2024 16:00:00","BZN|FR","1673.68","2473.88","2415.09","0.00"
"04/06/2024 16:00:00 - 04/06/2024 17:00:00","BZN|FR","2392.45","3021.35","3036.56","2286.00"
"04/06/2024 17:00:00 - 04/06/2024 18:00:00","BZN|FR","3035.68","3624.42","3582.58","2852.00"
"04/06/2024 18:00:00 - 04/06/2024 19:00:00","BZN|FR","3350.23","4067.51","4033.67","3258.00"
"04/06/2024 19:00:00 - 04/06/2024 20:00:00","BZN|FR","3634.26","4555.69","4454.65","3711.00"
"04/06/2024 20:00:00 - 04/06/2024 21:00:00","BZN|FR","4048.65","5007.09","5006.34","3942.00"
"04/06/2024 21:00:00 - 04/06/2024 22:00:00","BZN|FR","4139.93","4913.35","4906.92","4081.00"
"04/06/2024 22:00:00 - 04/06/2024 23:00:00","BZN|FR","4266.63","4895.56","4842.70","3891.00"
"04/06/2024 23:00:00 - 05/06/2024 00:00:00","BZN|FR","4481.52","4887.28","4866.81","3907.00"
"05/06/2024 00:00:00 - 05/06/2024 01:00:00","BZN|FR","4034.68","4166.44","4977.69","3644.00"
"05/06/2024 01:00:00 - 05/06/2024 02:00:00","BZN|FR","3367.43","4008.83","4773.33","3110.00"
"05/06/2024 02:00:00 - 05/06/2024 03:00:00","BZN|FR","2631.50","3788.42","4569.67","2852.00"
"05/06/2024 03:00:00 - 05/06/2024 04:00:00","BZN|FR","2278.79","3264.13","3972.63","2455.00"
"05/06/2024 04:00:00 - 05/06/2024 05:00:00","BZN|FR","2059.13","2871.06","3375.31","1946.00"
"05/06/2024 05:00:00 - 05/06/2024 06:00:00","BZN|FR","1786.56","2424.21","2778.71","1511.00"
"05/06/2024 06:00:00 - 05/06/2024 07:00:00","BZN|FR","1645.96","2213.32","2460.57","1267.00"
"05/06/2024 07:00:00 - 05/06/2024 08:00:00","BZN|FR","1489.78","1589.67","2142.77","1075.00"
"05/06/2024 08:00:00 - 05/06/2024 09:00:00","BZN|FR","1280.22","1246.19","1675.81","874.00"
"05/06/2024 09:00:00 - 05/06/2024 10:00:00","BZN|FR","1242.63","1404.70","1585.58","761.00"
"05/06/2024 10:00:00 - 05/06/2024 11:00:00","BZN|FR","1226.84","1504.38","1466.59","819.00"
"05/06/2024 11:00:00 - 05/06/2024 12:00:00","BZN|FR","1140.16","1607.68","1574.18","1004.00"
"05/06/2024 12:00:00 - 05/06/2024 13:00:00","BZN|FR","1395.07","1923.33","1899.52","1273.00"
"05/06/2024 13:00:00 - 05/06/2024 14:00:00","BZN|FR","1675.68","2288.02","2261.31","1593.00"
