"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"10/07/2024 23:00:00 - 11/07/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"11/07/2024 00:00:00 - 11/07/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"11/07/2024 01:00:00 - 11/07/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"11/07/2024 02:00:00 - 11/07/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"11/07/2024 03:00:00 - 11/07/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"11/07/2024 04:00:00 - 11/07/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"11/07/2024 05:00:00 - 11/07/2024 06:00:00","BZN|FR","0.00","0.00","0.00","265.00"
"11/07/2024 06:00:00 - 11/07/2024 07:00:00","BZN|FR","5.13","4.42","4.42","459.00"
"11/07/2024 07:00:00 - 11/07/2024 08:00:00","BZN|FR","704.15","722.86","722.86","1399.00"
"11/07/2024 08:00:00 - 11/07/2024 09:00:00","BZN|FR","2284.03","2454.21","2454.21","3563.00"
"11/07/2024 09:00:00 - 11/07/2024 10:00:00","BZN|FR","4842.77","5094.43","5094.43","6046.00"
"11/07/2024 10:00:00 - 11/07/2024 11:00:00","BZN|FR","7308.34","7568.02","7586.83","8458.00"
"11/07/2024 11:00:00 - 11/07/2024 12:00:00","BZN|FR","9178.63","9571.12","9456.17","10190.00"
"11/07/2024 12:00:00 - 11/07/2024 13:00:00","BZN|FR","10159.84","10510.20","10492.83","11250.00"
"11/07/2024 13:00:00 - 11/07/2024 14:00:00","BZN|FR","10458.15","10910.36","10687.53","11329.00"
"11/07/2024 14:00:00 - 11/07/2024 15:00:00","BZN|FR","10369.19","10967.86","10748.94","10835.00"
"11/07/2024 15:00:00 - 11/07/2024 16:00:00","BZN|FR","10248.05","10900.48","10038.50","10221.00"
"11/07/2024 16:00:00 - 11/07/2024 17:00:00","BZN|FR","9368.92","9751.47","8860.67","9071.00"
"11/07/2024 17:00:00 - 11/07/2024 18:00:00","BZN|FR","7862.99","8537.49","7151.64","7473.00"
"11/07/2024 18:00:00 - 11/07/2024 19:00:00","BZN|FR","5999.45","6369.88","5492.54","5248.00"
"11/07/2024 19:00:00 - 11/07/2024 20:00:00","BZN|FR","3484.04","3637.23","3246.34","2709.00"
"11/07/2024 20:00:00 - 11/07/2024 21:00:00","BZN|FR","1471.01","1490.48","1348.08","983.00"
"11/07/2024 21:00:00 - 11/07/2024 22:00:00","BZN|FR","265.95","267.77","243.02","367.00"
"11/07/2024 22:00:00 - 11/07/2024 23:00:00","BZN|FR","0.00","0.00","0.00","285.00"
"11/07/2024 23:00:00 - 12/07/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"12/07/2024 00:00:00 - 12/07/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"12/07/2024 01:00:00 - 12/07/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"12/07/2024 02:00:00 - 12/07/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"12/07/2024 03:00:00 - 12/07/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"12/07/2024 04:00:00 - 12/07/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"12/07/2024 05:00:00 - 12/07/2024 06:00:00","BZN|FR","0.00","0.00","0.00","269.00"
"12/07/2024 06:00:00 - 12/07/2024 07:00:00","BZN|FR","3.73","2.65","2.65","409.00"
"12/07/2024 07:00:00 - 12/07/2024 08:00:00","BZN|FR","553.90","543.26","543.26","1066.00"
"12/07/2024 08:00:00 - 12/07/2024 09:00:00","BZN|FR","1881.17","1909.08","1909.08","2458.00"
"12/07/2024 09:00:00 - 12/07/2024 10:00:00","BZN|FR","4077.26","4155.76","4155.76","4144.00"
"12/07/2024 10:00:00 - 12/07/2024 11:00:00","BZN|FR","6297.63","6494.91","6144.98","5698.00"
"12/07/2024 11:00:00 - 12/07/2024 12:00:00","BZN|FR","8116.64","8099.99","8090.94","7033.00"
"12/07/2024 12:00:00 - 12/07/2024 13:00:00","BZN|FR","9037.59","9155.05","9387.08","8262.00"
"12/07/2024 13:00:00 - 12/07/2024 14:00:00","BZN|FR","9371.39","9956.74","10165.28","8741.00"
"12/07/2024 14:00:00 - 12/07/2024 15:00:00","BZN|FR","9047.98","9985.84","10409.89","8913.00"
"12/07/2024 15:00:00 - 12/07/2024 16:00:00","BZN|FR","9567.78","10137.53","10327.39","8893.00"
"12/07/2024 16:00:00 - 12/07/2024 17:00:00","BZN|FR","9297.84","9622.30","9732.76","8037.00"
"12/07/2024 17:00:00 - 12/07/2024 18:00:00","BZN|FR","8013.24","8372.24","8412.63","6960.00"
"12/07/2024 18:00:00 - 12/07/2024 19:00:00","BZN|FR","6534.34","6692.96","6693.62","5042.00"
"12/07/2024 19:00:00 - 12/07/2024 20:00:00","BZN|FR","3980.70","4164.39","4103.94","2903.00"
"12/07/2024 20:00:00 - 12/07/2024 21:00:00","BZN|FR","1743.69","1784.05","1814.10","1091.00"
"12/07/2024 21:00:00 - 12/07/2024 22:00:00","BZN|FR","313.22","324.64","328.39","382.00"
"12/07/2024 22:00:00 - 12/07/2024 23:00:00","BZN|FR","0.00","0.00","0.00","271.00"
"12/07/2024 23:00:00 - 13/07/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"13/07/2024 00:00:00 - 13/07/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"13/07/2024 01:00:00 - 13/07/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"13/07/2024 02:00:00 - 13/07/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"13/07/2024 03:00:00 - 13/07/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"13/07/2024 04:00:00 - 13/07/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"13/07/2024 05:00:00 - 13/07/2024 06:00:00","BZN|FR","0.00","0.00","0.00","247.00"
"13/07/2024 06:00:00 - 13/07/2024 07:00:00","BZN|FR","3.97","3.97","3.97","450.00"
"13/07/2024 07:00:00 - 13/07/2024 08:00:00","BZN|FR","721.60","740.53","740.53","1501.00"
"13/07/2024 08:00:00 - 13/07/2024 09:00:00","BZN|FR","2389.45","2501.29","2501.29","3892.00"
"13/07/2024 09:00:00 - 13/07/2024 10:00:00","BZN|FR","5027.54","5204.57","5204.57","6717.00"
"13/07/2024 10:00:00 - 13/07/2024 11:00:00","BZN|FR","7875.34","7752.05","8300.03","9055.00"
"13/07/2024 11:00:00 - 13/07/2024 12:00:00","BZN|FR","9872.38","9911.76","10685.47","10559.00"
"13/07/2024 12:00:00 - 13/07/2024 13:00:00","BZN|FR","11731.06","11892.47","12310.17","10977.00"
"13/07/2024 13:00:00 - 13/07/2024 14:00:00","BZN|FR","12509.74","13183.81","13019.68","8541.00"
"13/07/2024 14:00:00 - 13/07/2024 15:00:00","BZN|FR","12920.29","13552.00","13330.69","8612.00"
"13/07/2024 15:00:00 - 13/07/2024 16:00:00","BZN|FR","12745.15","13276.76","13003.77","8502.00"
"13/07/2024 16:00:00 - 13/07/2024 17:00:00","BZN|FR","11839.98","12353.45","11803.85","7890.00"
"13/07/2024 17:00:00 - 13/07/2024 18:00:00","BZN|FR","10095.43","10508.31","10153.88","8831.00"
"13/07/2024 18:00:00 - 13/07/2024 19:00:00","BZN|FR","7374.80","7723.63","7521.68","6480.00"
"13/07/2024 19:00:00 - 13/07/2024 20:00:00","BZN|FR","4224.07","4412.00","4397.17","3468.00"
"13/07/2024 20:00:00 - 13/07/2024 21:00:00","BZN|FR","1714.47","1802.09","1839.46","1241.00"
"13/07/2024 21:00:00 - 13/07/2024 22:00:00","BZN|FR","295.44","325.26","326.04","382.00"
"13/07/2024 22:00:00 - 13/07/2024 23:00:00","BZN|FR","0.00","0.00","0.00","259.00"
"13/07/2024 23:00:00 - 14/07/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"14/07/2024 00:00:00 - 14/07/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"14/07/2024 01:00:00 - 14/07/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"14/07/2024 02:00:00 - 14/07/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"14/07/2024 03:00:00 - 14/07/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"14/07/2024 04:00:00 - 14/07/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"14/07/2024 05:00:00 - 14/07/2024 06:00:00","BZN|FR","0.00","0.00","0.00","252.00"
"14/07/2024 06:00:00 - 14/07/2024 07:00:00","BZN|FR","3.92","3.88","3.88","478.00"
"14/07/2024 07:00:00 - 14/07/2024 08:00:00","BZN|FR","739.12","808.41","808.41","1555.00"
"14/07/2024 08:00:00 - 14/07/2024 09:00:00","BZN|FR","2364.29","2685.29","2685.29","3912.00"
"14/07/2024 09:00:00 - 14/07/2024 10:00:00","BZN|FR","4873.05","5424.41","5424.41","5226.00"
"14/07/2024 10:00:00 - 14/07/2024 11:00:00","BZN|FR","7161.36","7753.91","7975.74","6578.00"
"14/07/2024 11:00:00 - 14/07/2024 12:00:00","BZN|FR","8816.62","9270.81","9840.84","7353.00"
"14/07/2024 12:00:00 - 14/07/2024 13:00:00","BZN|FR","10040.33","10332.70","10748.71","7843.00"
"14/07/2024 13:00:00 - 14/07/2024 14:00:00","BZN|FR","10769.21","10940.03","11017.19","8142.00"
"14/07/2024 14:00:00 - 14/07/2024 15:00:00","BZN|FR","10919.44","10911.87","10897.58","8320.00"
"14/07/2024 15:00:00 - 14/07/2024 16:00:00","BZN|FR","10950.56","10738.21","10697.53","8018.00"
"14/07/2024 16:00:00 - 14/07/2024 17:00:00","BZN|FR","10024.95","9957.92","9835.81","7116.00"
"14/07/2024 17:00:00 - 14/07/2024 18:00:00","BZN|FR","8544.87","8621.40","8838.09","7600.00"
"14/07/2024 18:00:00 - 14/07/2024 19:00:00","BZN|FR","6471.72","6361.53","6583.87","5847.00"
"14/07/2024 19:00:00 - 14/07/2024 20:00:00","BZN|FR","3809.96","3823.63","3915.89","3031.00"
"14/07/2024 20:00:00 - 14/07/2024 21:00:00","BZN|FR","1593.64","1610.68","1602.44","1135.00"
"14/07/2024 21:00:00 - 14/07/2024 22:00:00","BZN|FR","277.86","271.04","284.00","376.00"
"14/07/2024 22:00:00 - 14/07/2024 23:00:00","BZN|FR","0.00","0.00","0.00","257.00"
"14/07/2024 23:00:00 - 15/07/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"15/07/2024 00:00:00 - 15/07/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"15/07/2024 01:00:00 - 15/07/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"15/07/2024 02:00:00 - 15/07/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"15/07/2024 03:00:00 - 15/07/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"15/07/2024 04:00:00 - 15/07/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"15/07/2024 05:00:00 - 15/07/2024 06:00:00","BZN|FR","0.00","0.00","0.00","257.00"
"15/07/2024 06:00:00 - 15/07/2024 07:00:00","BZN|FR","2.54","2.80","2.80","454.00"
"15/07/2024 07:00:00 - 15/07/2024 08:00:00","BZN|FR","697.22","723.88","723.88","1412.00"
"15/07/2024 08:00:00 - 15/07/2024 09:00:00","BZN|FR","2359.05","2499.19","2499.19","3604.00"
"15/07/2024 09:00:00 - 15/07/2024 10:00:00","BZN|FR","4846.31","5102.70","5102.70","5925.00"
"15/07/2024 10:00:00 - 15/07/2024 11:00:00","BZN|FR","7180.23","7330.12","7067.88","7849.00"
"15/07/2024 11:00:00 - 15/07/2024 12:00:00","BZN|FR","8698.04","8887.99","8774.18","8988.00"
"15/07/2024 12:00:00 - 15/07/2024 13:00:00","BZN|FR","9945.19","9785.61","9589.98","9426.00"
"15/07/2024 13:00:00 - 15/07/2024 14:00:00","BZN|FR","10160.61","9949.47","9787.30","9720.00"
"15/07/2024 14:00:00 - 15/07/2024 15:00:00","BZN|FR","9966.40","9535.42","9436.46","9725.00"
"15/07/2024 15:00:00 - 15/07/2024 16:00:00","BZN|FR","9508.94","9561.82","9434.37","9273.00"
"15/07/2024 16:00:00 - 15/07/2024 17:00:00","BZN|FR","8459.00","8376.87","8590.41","8372.00"
"15/07/2024 17:00:00 - 15/07/2024 18:00:00","BZN|FR","6873.97","6757.59","7229.96","6841.00"
"15/07/2024 18:00:00 - 15/07/2024 19:00:00","BZN|FR","5610.37","5322.81","5762.14","4760.00"
"15/07/2024 19:00:00 - 15/07/2024 20:00:00","BZN|FR","3516.62","3257.24","3588.83","2485.00"
"15/07/2024 20:00:00 - 15/07/2024 21:00:00","BZN|FR","1530.05","1355.28","1507.83","982.00"
"15/07/2024 21:00:00 - 15/07/2024 22:00:00","BZN|FR","263.13","252.66","264.39","366.00"
"15/07/2024 22:00:00 - 15/07/2024 23:00:00","BZN|FR","0.00","0.00","0.00","281.00"
"15/07/2024 23:00:00 - 16/07/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"16/07/2024 00:00:00 - 16/07/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"16/07/2024 01:00:00 - 16/07/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"16/07/2024 02:00:00 - 16/07/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"16/07/2024 03:00:00 - 16/07/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"16/07/2024 04:00:00 - 16/07/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"16/07/2024 05:00:00 - 16/07/2024 06:00:00","BZN|FR","0.00","0.00","0.00","270.00"
"16/07/2024 06:00:00 - 16/07/2024 07:00:00","BZN|FR","1.61","1.61","1.61","455.00"
"16/07/2024 07:00:00 - 16/07/2024 08:00:00","BZN|FR","694.07","690.17","690.17","1373.00"
"16/07/2024 08:00:00 - 16/07/2024 09:00:00","BZN|FR","2516.29","2500.98","2500.98","3601.00"
"16/07/2024 09:00:00 - 16/07/2024 10:00:00","BZN|FR","5376.46","5345.91","5345.91","6196.00"
"16/07/2024 10:00:00 - 16/07/2024 11:00:00","BZN|FR","8364.09","8178.43","8011.33","8216.00"
"16/07/2024 11:00:00 - 16/07/2024 12:00:00","BZN|FR","10579.11","10174.95","9823.24","9503.00"
"16/07/2024 12:00:00 - 16/07/2024 13:00:00","BZN|FR","11581.28","11314.48","10908.18","10110.00"
"16/07/2024 13:00:00 - 16/07/2024 14:00:00","BZN|FR","12043.37","11579.15","11365.26","10351.00"
"16/07/2024 14:00:00 - 16/07/2024 15:00:00","BZN|FR","11877.13","11368.95","11315.80","9756.00"
"16/07/2024 15:00:00 - 16/07/2024 16:00:00","BZN|FR","11180.03","10958.93","10813.72","9549.00"
"16/07/2024 16:00:00 - 16/07/2024 17:00:00","BZN|FR","10071.18","10128.67","10070.10","8698.00"
"16/07/2024 17:00:00 - 16/07/2024 18:00:00","BZN|FR","8275.72","8457.08","8519.24","7286.00"
"16/07/2024 18:00:00 - 16/07/2024 19:00:00","BZN|FR","6265.92","6259.60","6250.02","5004.00"
"16/07/2024 19:00:00 - 16/07/2024 20:00:00","BZN|FR","3738.46","3650.72","3673.12","2593.00"
"16/07/2024 20:00:00 - 16/07/2024 21:00:00","BZN|FR","1516.43","1492.25","1426.72","944.00"
"16/07/2024 21:00:00 - 16/07/2024 22:00:00","BZN|FR","240.08","236.71","224.57","342.00"
"16/07/2024 22:00:00 - 16/07/2024 23:00:00","BZN|FR","0.00","0.00","0.00","273.00"
"16/07/2024 23:00:00 - 17/07/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"17/07/2024 00:00:00 - 17/07/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"17/07/2024 01:00:00 - 17/07/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"17/07/2024 02:00:00 - 17/07/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"17/07/2024 03:00:00 - 17/07/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"17/07/2024 04:00:00 - 17/07/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"17/07/2024 05:00:00 - 17/07/2024 06:00:00","BZN|FR","0.00","0.00","0.00","259.00"
"17/07/2024 06:00:00 - 17/07/2024 07:00:00","BZN|FR","1.21","1.13","1.13","455.00"
"17/07/2024 07:00:00 - 17/07/2024 08:00:00","BZN|FR","708.33","739.67","739.67","1472.00"
"17/07/2024 08:00:00 - 17/07/2024 09:00:00","BZN|FR","2599.81","2785.84","2785.84","3981.00"
"17/07/2024 09:00:00 - 17/07/2024 10:00:00","BZN|FR","5503.12","5938.29","5938.29","7126.00"
"17/07/2024 10:00:00 - 17/07/2024 11:00:00","BZN|FR","8539.72","9010.72","8879.49","9961.00"
"17/07/2024 11:00:00 - 17/07/2024 12:00:00","BZN|FR","10697.40","11304.90","11353.51","12013.00"
"17/07/2024 12:00:00 - 17/07/2024 13:00:00","BZN|FR","12070.06","12710.96","12844.22","13206.00"
"17/07/2024 13:00:00 - 17/07/2024 14:00:00","BZN|FR","12949.05","13482.32","13422.57","13734.00"
"17/07/2024 14:00:00 - 17/07/2024 15:00:00","BZN|FR","12799.74","13227.08","13539.32","13503.00"
"17/07/2024 15:00:00 - 17/07/2024 16:00:00","BZN|FR","12306.21","12901.14","13049.34","12883.00"
"17/07/2024 16:00:00 - 17/07/2024 17:00:00","BZN|FR","11019.52","11563.16","11772.85","11611.00"
"17/07/2024 17:00:00 - 17/07/2024 18:00:00","BZN|FR","9163.77","9734.23","9901.53","9502.00"
"17/07/2024 18:00:00 - 17/07/2024 19:00:00","BZN|FR","6909.19","7248.99","7409.70","6694.00"
"17/07/2024 19:00:00 - 17/07/2024 20:00:00","BZN|FR","3960.93","4241.89","4316.50","3465.00"
"17/07/2024 20:00:00 - 17/07/2024 21:00:00","BZN|FR","1618.71","1710.16","1730.55","1160.00"
"17/07/2024 21:00:00 - 17/07/2024 22:00:00","BZN|FR","245.61","257.08","256.64","357.00"
"17/07/2024 22:00:00 - 17/07/2024 23:00:00","BZN|FR","0.00","0.00","0.00","280.00"
"17/07/2024 23:00:00 - 18/07/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"18/07/2024 00:00:00 - 18/07/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"18/07/2024 01:00:00 - 18/07/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"18/07/2024 02:00:00 - 18/07/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"18/07/2024 03:00:00 - 18/07/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"18/07/2024 04:00:00 - 18/07/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"18/07/2024 05:00:00 - 18/07/2024 06:00:00","BZN|FR","0.00","0.00","0.00","265.00"
"18/07/2024 06:00:00 - 18/07/2024 07:00:00","BZN|FR","0.74","0.78","0.78","460.00"
"18/07/2024 07:00:00 - 18/07/2024 08:00:00","BZN|FR","704.03","726.80","726.80","1462.00"
"18/07/2024 08:00:00 - 18/07/2024 09:00:00","BZN|FR","2673.16","2823.64","2823.64","3998.00"
"18/07/2024 09:00:00 - 18/07/2024 10:00:00","BZN|FR","5811.66","6077.87","6077.87","7390.00"
"18/07/2024 10:00:00 - 18/07/2024 11:00:00","BZN|FR","9114.03","9292.21","9407.71","10287.00"
"18/07/2024 11:00:00 - 18/07/2024 12:00:00","BZN|FR","11693.63","11718.24","11719.12","12307.00"
"18/07/2024 12:00:00 - 18/07/2024 13:00:00","BZN|FR","13387.13","13378.82","13429.53","13755.00"
"18/07/2024 13:00:00 - 18/07/2024 14:00:00","BZN|FR","14312.47","14178.79","14166.45","14315.00"
"18/07/2024 14:00:00 - 18/07/2024 15:00:00","BZN|FR","14385.80","14274.55","14315.58","14387.00"
"18/07/2024 15:00:00 - 18/07/2024 16:00:00","BZN|FR","13890.57","13758.45","13844.05","13753.00"
"18/07/2024 16:00:00 - 18/07/2024 17:00:00","BZN|FR","12576.12","12553.52","12509.96","12542.00"
"18/07/2024 17:00:00 - 18/07/2024 18:00:00","BZN|FR","10497.82","10545.64","10599.72","10022.00"
"18/07/2024 18:00:00 - 18/07/2024 19:00:00","BZN|FR","7759.80","7756.15","7822.65","6912.00"
"18/07/2024 19:00:00 - 18/07/2024 20:00:00","BZN|FR","4497.30","4482.50","4512.32","3518.00"
"18/07/2024 20:00:00 - 18/07/2024 21:00:00","BZN|FR","1784.72","1777.62","1785.45","1147.00"
"18/07/2024 21:00:00 - 18/07/2024 22:00:00","BZN|FR","244.13","244.73","241.60","362.00"
"18/07/2024 22:00:00 - 18/07/2024 23:00:00","BZN|FR","0.00","0.00","0.00","280.00"
"18/07/2024 23:00:00 - 19/07/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"19/07/2024 00:00:00 - 19/07/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"19/07/2024 01:00:00 - 19/07/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"19/07/2024 02:00:00 - 19/07/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"19/07/2024 03:00:00 - 19/07/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"19/07/2024 04:00:00 - 19/07/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"19/07/2024 05:00:00 - 19/07/2024 06:00:00","BZN|FR","0.00","0.00","0.00","266.00"
"19/07/2024 06:00:00 - 19/07/2024 07:00:00","BZN|FR","0.45","0.45","0.45","446.00"
"19/07/2024 07:00:00 - 19/07/2024 08:00:00","BZN|FR","653.14","660.25","660.25","1367.00"
"19/07/2024 08:00:00 - 19/07/2024 09:00:00","BZN|FR","2579.97","2586.70","2586.70","3460.00"
"19/07/2024 09:00:00 - 19/07/2024 10:00:00","BZN|FR","5665.77","5668.64","5668.64","5983.00"
"19/07/2024 10:00:00 - 19/07/2024 11:00:00","BZN|FR","8998.43","8931.93","8278.20","8803.00"
"19/07/2024 11:00:00 - 19/07/2024 12:00:00","BZN|FR","11619.24","11407.39","10941.60","10972.00"
"19/07/2024 12:00:00 - 19/07/2024 13:00:00","BZN|FR","13258.91","13003.45","12833.96","12546.00"
"19/07/2024 13:00:00 - 19/07/2024 14:00:00","BZN|FR","14034.94","13866.42","13898.53","13548.00"
"19/07/2024 14:00:00 - 19/07/2024 15:00:00","BZN|FR","14327.95","14150.71","14210.88","13830.00"
"19/07/2024 15:00:00 - 19/07/2024 16:00:00","BZN|FR","13780.68","13652.11","13817.21","13413.00"
"19/07/2024 16:00:00 - 19/07/2024 17:00:00","BZN|FR","12557.05","12567.13","12713.27","12073.00"
"19/07/2024 17:00:00 - 19/07/2024 18:00:00","BZN|FR","10661.66","10648.48","10776.24","9907.00"
"19/07/2024 18:00:00 - 19/07/2024 19:00:00","BZN|FR","7933.92","7851.03","8014.34","6907.00"
"19/07/2024 19:00:00 - 19/07/2024 20:00:00","BZN|FR","4569.50","4594.91","4648.37","3514.00"
"19/07/2024 20:00:00 - 19/07/2024 21:00:00","BZN|FR","1833.00","1814.62","1833.82","1159.00"
"19/07/2024 21:00:00 - 19/07/2024 22:00:00","BZN|FR","244.34","239.44","242.62","364.00"
"19/07/2024 22:00:00 - 19/07/2024 23:00:00","BZN|FR","0.00","0.00","0.00","273.00"
"19/07/2024 23:00:00 - 20/07/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"20/07/2024 00:00:00 - 20/07/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"20/07/2024 01:00:00 - 20/07/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"20/07/2024 02:00:00 - 20/07/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"20/07/2024 03:00:00 - 20/07/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"20/07/2024 04:00:00 - 20/07/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"20/07/2024 05:00:00 - 20/07/2024 06:00:00","BZN|FR","0.00","0.00","0.00","259.00"
"20/07/2024 06:00:00 - 20/07/2024 07:00:00","BZN|FR","0.30","0.30","0.30","431.00"
"20/07/2024 07:00:00 - 20/07/2024 08:00:00","BZN|FR","633.51","650.65","650.65","1323.00"
"20/07/2024 08:00:00 - 20/07/2024 09:00:00","BZN|FR","2454.97","2542.16","2542.16","3606.00"
"20/07/2024 09:00:00 - 20/07/2024 10:00:00","BZN|FR","5347.13","5488.57","5488.57","6771.00"
"20/07/2024 10:00:00 - 20/07/2024 11:00:00","BZN|FR","8348.19","8432.08","8375.89","9589.00"
"20/07/2024 11:00:00 - 20/07/2024 12:00:00","BZN|FR","10730.11","10539.60","10619.64","11489.00"
"20/07/2024 12:00:00 - 20/07/2024 13:00:00","BZN|FR","12103.07","12154.34","12067.75","12778.00"
"20/07/2024 13:00:00 - 20/07/2024 14:00:00","BZN|FR","13003.75","12703.81","12662.08","13302.00"
"20/07/2024 14:00:00 - 20/07/2024 15:00:00","BZN|FR","13207.34","12886.45","12514.69","10307.00"
"20/07/2024 15:00:00 - 20/07/2024 16:00:00","BZN|FR","12490.59","12138.69","12044.49","11430.00"
"20/07/2024 16:00:00 - 20/07/2024 17:00:00","BZN|FR","11144.16","11039.96","10747.10","10363.00"
"20/07/2024 17:00:00 - 20/07/2024 18:00:00","BZN|FR","9179.07","8963.17","8817.47","7929.00"
"20/07/2024 18:00:00 - 20/07/2024 19:00:00","BZN|FR","6694.58","6408.73","6179.77","5274.00"
"20/07/2024 19:00:00 - 20/07/2024 20:00:00","BZN|FR","3717.31","3555.41","3424.44","2707.00"
"20/07/2024 20:00:00 - 20/07/2024 21:00:00","BZN|FR","1400.47","1312.90","1280.41","846.00"
"20/07/2024 21:00:00 - 20/07/2024 22:00:00","BZN|FR","169.72","155.04","144.46","277.00"
"20/07/2024 22:00:00 - 20/07/2024 23:00:00","BZN|FR","0.00","0.00","0.00","224.00"
"20/07/2024 23:00:00 - 21/07/2024 00:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"21/07/2024 00:00:00 - 21/07/2024 01:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"21/07/2024 01:00:00 - 21/07/2024 02:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"21/07/2024 02:00:00 - 21/07/2024 03:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"21/07/2024 03:00:00 - 21/07/2024 04:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"21/07/2024 04:00:00 - 21/07/2024 05:00:00","BZN|FR","0.00","0.00","0.00","0.00"
"21/07/2024 05:00:00 - 21/07/2024 06:00:00","BZN|FR","0.00","0.00","0.00","254.00"
"21/07/2024 06:00:00 - 21/07/2024 07:00:00","BZN|FR","0.08","0.08","0.08","358.00"
"21/07/2024 07:00:00 - 21/07/2024 08:00:00","BZN|FR","414.26","390.38","390.38","968.00"
"21/07/2024 08:00:00 - 21/07/2024 09:00:00","BZN|FR","1653.06","1626.80","1626.80","2252.00"
"21/07/2024 09:00:00 - 21/07/2024 10:00:00","BZN|FR","3561.87","3619.84","3619.84","3732.00"
"21/07/2024 10:00:00 - 21/07/2024 11:00:00","BZN|FR","5430.58","5511.06","5298.78","5115.00"
