Start date;End date;France [€/MWh] Calculated resolutions
Aug 10, 2025 9:00 AM;Aug 10, 2025 10:00 AM;-0.01
Aug 10, 2025 10:00 AM;Aug 10, 2025 11:00 AM;-2.26
Aug 10, 2025 11:00 AM;Aug 10, 2025 12:00 PM;-15.6
Aug 10, 2025 12:00 PM;Aug 10, 2025 1:00 PM;-14.05
Aug 10, 2025 1:00 PM;Aug 10, 2025 2:00 PM;-36.19
Aug 10, 2025 2:00 PM;Aug 10, 2025 3:00 PM;-50.29
Aug 10, 2025 3:00 PM;Aug 10, 2025 4:00 PM;-21.0
Aug 10, 2025 4:00 PM;Aug 10, 2025 5:00 PM;-1.16
Aug 10, 2025 5:00 PM;Aug 10, 2025 6:00 PM;1.72
Aug 10, 2025 6:00 PM;Aug 10, 2025 7:00 PM;26.5
Aug 10, 2025 7:00 PM;Aug 10, 2025 8:00 PM;80.5
Aug 10, 2025 8:00 PM;Aug 10, 2025 9:00 PM;98.01
Aug 10, 2025 9:00 PM;Aug 10, 2025 10:00 PM;96.14
Aug 10, 2025 10:00 PM;Aug 10, 2025 11:00 PM;90.59
Aug 10, 2025 11:00 PM;Aug 11, 2025 12:00 AM;75.57
Aug 11, 2025 12:00 AM;Aug 11, 2025 1:00 AM;34.57
Aug 11, 2025 1:00 AM;Aug 11, 2025 2:00 AM;31.08
Aug 11, 2025 2:00 AM;Aug 11, 2025 3:00 AM;41.46
Aug 11, 2025 3:00 AM;Aug 11, 2025 4:00 AM;36.32
Aug 11, 2025 4:00 AM;Aug 11, 2025 5:00 AM;38.25
Aug 11, 2025 5:00 AM;Aug 11, 2025 6:00 AM;40.37
Aug 11, 2025 6:00 AM;Aug 11, 2025 7:00 AM;39.06
Aug 11, 2025 7:00 AM;Aug 11, 2025 8:00 AM;34.4
Aug 11, 2025 8:00 AM;Aug 11, 2025 9:00 AM;50.14
Aug 11, 2025 9:00 AM;Aug 11, 2025 10:00 AM;58.34
Aug 11, 2025 10:00 AM;Aug 11, 2025 11:00 AM;45.0
Aug 11, 2025 11:00 AM;Aug 11, 2025 12:00 PM;2.54
Aug 11, 2025 12:00 PM;Aug 11, 2025 1:00 PM;0.0
Aug 11, 2025 1:00 PM;Aug 11, 2025 2:00 PM;0.0
Aug 11, 2025 2:00 PM;Aug 11, 2025 3:00 PM;0.0
Aug 11, 2025 3:00 PM;Aug 11, 2025 4:00 PM;9.0
Aug 11, 2025 4:00 PM;Aug 11, 2025 5:00 PM;44.5
Aug 11, 2025 5:00 PM;Aug 11, 2025 6:00 PM;57.97
Aug 11, 2025 6:00 PM;Aug 11, 2025 7:00 PM;90.0
Aug 11, 2025 7:00 PM;Aug 11, 2025 8:00 PM;118.68
Aug 11, 2025 8:00 PM;Aug 11, 2025 9:00 PM;135.09
Aug 11, 2025 9:00 PM;Aug 11, 2025 10:00 PM;138.94
Aug 11, 2025 10:00 PM;Aug 11, 2025 11:00 PM;108.87
Aug 11, 2025 11:00 PM;Aug 12, 2025 12:00 AM;96.0
Aug 12, 2025 12:00 AM;Aug 12, 2025 1:00 AM;93.0
Aug 12, 2025 1:00 AM;Aug 12, 2025 2:00 AM;89.67
Aug 12, 2025 2:00 AM;Aug 12, 2025 3:00 AM;85.41
Aug 12, 2025 3:00 AM;Aug 12, 2025 4:00 AM;79.06
Aug 12, 2025 4:00 AM;Aug 12, 2025 5:00 AM;69.67
Aug 12, 2025 5:00 AM;Aug 12, 2025 6:00 AM;66.34
Aug 12, 2025 6:00 AM;Aug 12, 2025 7:00 AM;75.52
Aug 12, 2025 7:00 AM;Aug 12, 2025 8:00 AM;102.81
Aug 12, 2025 8:00 AM;Aug 12, 2025 9:00 AM;98.69
Aug 12, 2025 9:00 AM;Aug 12, 2025 10:00 AM;92.5
Aug 12, 2025 10:00 AM;Aug 12, 2025 11:00 AM;66.34
Aug 12, 2025 11:00 AM;Aug 12, 2025 12:00 PM;40.94
Aug 12, 2025 12:00 PM;Aug 12, 2025 1:00 PM;8.38
Aug 12, 2025 1:00 PM;Aug 12, 2025 2:00 PM;3.0
Aug 12, 2025 2:00 PM;Aug 12, 2025 3:00 PM;5.15
Aug 12, 2025 3:00 PM;Aug 12, 2025 4:00 PM;35.05
Aug 12, 2025 4:00 PM;Aug 12, 2025 5:00 PM;63.8
Aug 12, 2025 5:00 PM;Aug 12, 2025 6:00 PM;85.82
Aug 12, 2025 6:00 PM;Aug 12, 2025 7:00 PM;96.78
Aug 12, 2025 7:00 PM;Aug 12, 2025 8:00 PM;143.64
Aug 12, 2025 8:00 PM;Aug 12, 2025 9:00 PM;154.93
Aug 12, 2025 9:00 PM;Aug 12, 2025 10:00 PM;140.81
Aug 12, 2025 10:00 PM;Aug 12, 2025 11:00 PM;118.41
Aug 12, 2025 11:00 PM;Aug 13, 2025 12:00 AM;100.37
Aug 13, 2025 12:00 AM;Aug 13, 2025 1:00 AM;98.18
Aug 13, 2025 1:00 AM;Aug 13, 2025 2:00 AM;90.0
Aug 13, 2025 2:00 AM;Aug 13, 2025 3:00 AM;86.89
Aug 13, 2025 3:00 AM;Aug 13, 2025 4:00 AM;84.71
Aug 13, 2025 4:00 AM;Aug 13, 2025 5:00 AM;87.07
Aug 13, 2025 5:00 AM;Aug 13, 2025 6:00 AM;92.76
Aug 13, 2025 6:00 AM;Aug 13, 2025 7:00 AM;105.0
Aug 13, 2025 7:00 AM;Aug 13, 2025 8:00 AM;103.24
Aug 13, 2025 8:00 AM;Aug 13, 2025 9:00 AM;105.79
Aug 13, 2025 9:00 AM;Aug 13, 2025 10:00 AM;94.1
Aug 13, 2025 10:00 AM;Aug 13, 2025 11:00 AM;90.0
Aug 13, 2025 11:00 AM;Aug 13, 2025 12:00 PM;71.0
Aug 13, 2025 12:00 PM;Aug 13, 2025 1:00 PM;63.48
Aug 13, 2025 1:00 PM;Aug 13, 2025 2:00 PM;47.01
Aug 13, 2025 2:00 PM;Aug 13, 2025 3:00 PM;42.99
Aug 13, 2025 3:00 PM;Aug 13, 2025 4:00 PM;70.9
Aug 13, 2025 4:00 PM;Aug 13, 2025 5:00 PM;84.3
Aug 13, 2025 5:00 PM;Aug 13, 2025 6:00 PM;96.64
Aug 13, 2025 6:00 PM;Aug 13, 2025 7:00 PM;115.78
Aug 13, 2025 7:00 PM;Aug 13, 2025 8:00 PM;150.09
Aug 13, 2025 8:00 PM;Aug 13, 2025 9:00 PM;155.1
Aug 13, 2025 9:00 PM;Aug 13, 2025 10:00 PM;153.0
Aug 13, 2025 10:00 PM;Aug 13, 2025 11:00 PM;123.21
Aug 13, 2025 11:00 PM;Aug 14, 2025 12:00 AM;106.27
Aug 14, 2025 12:00 AM;Aug 14, 2025 1:00 AM;98.1
Aug 14, 2025 1:00 AM;Aug 14, 2025 2:00 AM;92.0
Aug 14, 2025 2:00 AM;Aug 14, 2025 3:00 AM;88.45
Aug 14, 2025 3:00 AM;Aug 14, 2025 4:00 AM;81.83
Aug 14, 2025 4:00 AM;Aug 14, 2025 5:00 AM;82.71
Aug 14, 2025 5:00 AM;Aug 14, 2025 6:00 AM;79.59
Aug 14, 2025 6:00 AM;Aug 14, 2025 7:00 AM;84.89
Aug 14, 2025 7:00 AM;Aug 14, 2025 8:00 AM;103.11
Aug 14, 2025 8:00 AM;Aug 14, 2025 9:00 AM;99.31
Aug 14, 2025 9:00 AM;Aug 14, 2025 10:00 AM;90.92
Aug 14, 2025 10:00 AM;Aug 14, 2025 11:00 AM;76.66
Aug 14, 2025 11:00 AM;Aug 14, 2025 12:00 PM;67.4
Aug 14, 2025 12:00 PM;Aug 14, 2025 1:00 PM;54.01
Aug 14, 2025 1:00 PM;Aug 14, 2025 2:00 PM;40.91
Aug 14, 2025 2:00 PM;Aug 14, 2025 3:00 PM;54.9
Aug 14, 2025 3:00 PM;Aug 14, 2025 4:00 PM;69.43
Aug 14, 2025 4:00 PM;Aug 14, 2025 5:00 PM;78.99
Aug 14, 2025 5:00 PM;Aug 14, 2025 6:00 PM;84.63
Aug 14, 2025 6:00 PM;Aug 14, 2025 7:00 PM;102.0
Aug 14, 2025 7:00 PM;Aug 14, 2025 8:00 PM;115.78
Aug 14, 2025 8:00 PM;Aug 14, 2025 9:00 PM;137.99
Aug 14, 2025 9:00 PM;Aug 14, 2025 10:00 PM;142.01
Aug 14, 2025 10:00 PM;Aug 14, 2025 11:00 PM;120.75
Aug 14, 2025 11:00 PM;Aug 15, 2025 12:00 AM;105.95
Aug 15, 2025 12:00 AM;Aug 15, 2025 1:00 AM;90.52
Aug 15, 2025 1:00 AM;Aug 15, 2025 2:00 AM;83.53
Aug 15, 2025 2:00 AM;Aug 15, 2025 3:00 AM;79.41
Aug 15, 2025 3:00 AM;Aug 15, 2025 4:00 AM;68.47
Aug 15, 2025 4:00 AM;Aug 15, 2025 5:00 AM;76.09
Aug 15, 2025 5:00 AM;Aug 15, 2025 6:00 AM;65.65
Aug 15, 2025 6:00 AM;Aug 15, 2025 7:00 AM;73.46
Aug 15, 2025 7:00 AM;Aug 15, 2025 8:00 AM;79.99
Aug 15, 2025 8:00 AM;Aug 15, 2025 9:00 AM;71.89
Aug 15, 2025 9:00 AM;Aug 15, 2025 10:00 AM;43.97
Aug 15, 2025 10:00 AM;Aug 15, 2025 11:00 AM;25.0
Aug 15, 2025 11:00 AM;Aug 15, 2025 12:00 PM;3.0
Aug 15, 2025 12:00 PM;Aug 15, 2025 1:00 PM;0.08
Aug 15, 2025 1:00 PM;Aug 15, 2025 2:00 PM;0.0
Aug 15, 2025 2:00 PM;Aug 15, 2025 3:00 PM;0.0
Aug 15, 2025 3:00 PM;Aug 15, 2025 4:00 PM;1.72
Aug 15, 2025 4:00 PM;Aug 15, 2025 5:00 PM;23.53
Aug 15, 2025 5:00 PM;Aug 15, 2025 6:00 PM;33.23
Aug 15, 2025 6:00 PM;Aug 15, 2025 7:00 PM;61.12
Aug 15, 2025 7:00 PM;Aug 15, 2025 8:00 PM;100.82
Aug 15, 2025 8:00 PM;Aug 15, 2025 9:00 PM;111.39
Aug 15, 2025 9:00 PM;Aug 15, 2025 10:00 PM;102.0
Aug 15, 2025 10:00 PM;Aug 15, 2025 11:00 PM;102.89
Aug 15, 2025 11:00 PM;Aug 16, 2025 12:00 AM;93.45
Aug 16, 2025 12:00 AM;Aug 16, 2025 1:00 AM;76.71
Aug 16, 2025 1:00 AM;Aug 16, 2025 2:00 AM;74.77
Aug 16, 2025 2:00 AM;Aug 16, 2025 3:00 AM;69.38
Aug 16, 2025 3:00 AM;Aug 16, 2025 4:00 AM;51.61
Aug 16, 2025 4:00 AM;Aug 16, 2025 5:00 AM;44.57
Aug 16, 2025 5:00 AM;Aug 16, 2025 6:00 AM;45.13
Aug 16, 2025 6:00 AM;Aug 16, 2025 7:00 AM;38.97
Aug 16, 2025 7:00 AM;Aug 16, 2025 8:00 AM;48.95
Aug 16, 2025 8:00 AM;Aug 16, 2025 9:00 AM;54.8
Aug 16, 2025 9:00 AM;Aug 16, 2025 10:00 AM;60.93
Aug 16, 2025 10:00 AM;Aug 16, 2025 11:00 AM;26.28
Aug 16, 2025 11:00 AM;Aug 16, 2025 12:00 PM;3.8
Aug 16, 2025 12:00 PM;Aug 16, 2025 1:00 PM;0.17
Aug 16, 2025 1:00 PM;Aug 16, 2025 2:00 PM;-0.01
Aug 16, 2025 2:00 PM;Aug 16, 2025 3:00 PM;-0.01
Aug 16, 2025 3:00 PM;Aug 16, 2025 4:00 PM;-0.01
Aug 16, 2025 4:00 PM;Aug 16, 2025 5:00 PM;3.6
Aug 16, 2025 5:00 PM;Aug 16, 2025 6:00 PM;21.52
Aug 16, 2025 6:00 PM;Aug 16, 2025 7:00 PM;68.8
Aug 16, 2025 7:00 PM;Aug 16, 2025 8:00 PM;86.4
Aug 16, 2025 8:00 PM;Aug 16, 2025 9:00 PM;83.18
Aug 16, 2025 9:00 PM;Aug 16, 2025 10:00 PM;93.2
Aug 16, 2025 10:00 PM;Aug 16, 2025 11:00 PM;95.1
Aug 16, 2025 11:00 PM;Aug 17, 2025 12:00 AM;86.43
Aug 17, 2025 12:00 AM;Aug 17, 2025 1:00 AM;67.88
Aug 17, 2025 1:00 AM;Aug 17, 2025 2:00 AM;60.56
Aug 17, 2025 2:00 AM;Aug 17, 2025 3:00 AM;53.86
Aug 17, 2025 3:00 AM;Aug 17, 2025 4:00 AM;41.73
Aug 17, 2025 4:00 AM;Aug 17, 2025 5:00 AM;37.24
Aug 17, 2025 5:00 AM;Aug 17, 2025 6:00 AM;27.57
Aug 17, 2025 6:00 AM;Aug 17, 2025 7:00 AM;29.12
Aug 17, 2025 7:00 AM;Aug 17, 2025 8:00 AM;17.57
Aug 17, 2025 8:00 AM;Aug 17, 2025 9:00 AM;30.65
Aug 17, 2025 9:00 AM;Aug 17, 2025 10:00 AM;23.68
Aug 17, 2025 10:00 AM;Aug 17, 2025 11:00 AM;9.7
Aug 17, 2025 11:00 AM;Aug 17, 2025 12:00 PM;0.65
Aug 17, 2025 12:00 PM;Aug 17, 2025 1:00 PM;0.65
Aug 17, 2025 1:00 PM;Aug 17, 2025 2:00 PM;0.0
Aug 17, 2025 2:00 PM;Aug 17, 2025 3:00 PM;0.0
Aug 17, 2025 3:00 PM;Aug 17, 2025 4:00 PM;0.65
Aug 17, 2025 4:00 PM;Aug 17, 2025 5:00 PM;5.13
Aug 17, 2025 5:00 PM;Aug 17, 2025 6:00 PM;16.72
Aug 17, 2025 6:00 PM;Aug 17, 2025 7:00 PM;51.45
Aug 17, 2025 7:00 PM;Aug 17, 2025 8:00 PM;94.03
Aug 17, 2025 8:00 PM;Aug 17, 2025 9:00 PM;108.6
Aug 17, 2025 9:00 PM;Aug 17, 2025 10:00 PM;108.05
Aug 17, 2025 10:00 PM;Aug 17, 2025 11:00 PM;101.82
Aug 17, 2025 11:00 PM;Aug 18, 2025 12:00 AM;95.84
Aug 18, 2025 12:00 AM;Aug 18, 2025 1:00 AM;76.15
Aug 18, 2025 1:00 AM;Aug 18, 2025 2:00 AM;56.54
Aug 18, 2025 2:00 AM;Aug 18, 2025 3:00 AM;74.12
Aug 18, 2025 3:00 AM;Aug 18, 2025 4:00 AM;62.61
Aug 18, 2025 4:00 AM;Aug 18, 2025 5:00 AM;63.28
Aug 18, 2025 5:00 AM;Aug 18, 2025 6:00 AM;68.15
Aug 18, 2025 6:00 AM;Aug 18, 2025 7:00 AM;75.45
Aug 18, 2025 7:00 AM;Aug 18, 2025 8:00 AM;48.64
Aug 18, 2025 8:00 AM;Aug 18, 2025 9:00 AM;67.54
Aug 18, 2025 9:00 AM;Aug 18, 2025 10:00 AM;78.86
Aug 18, 2025 10:00 AM;Aug 18, 2025 11:00 AM;61.1
Aug 18, 2025 11:00 AM;Aug 18, 2025 12:00 PM;45.93
Aug 18, 2025 12:00 PM;Aug 18, 2025 1:00 PM;20.04
Aug 18, 2025 1:00 PM;Aug 18, 2025 2:00 PM;14.23
Aug 18, 2025 2:00 PM;Aug 18, 2025 3:00 PM;18.34
Aug 18, 2025 3:00 PM;Aug 18, 2025 4:00 PM;54.56
Aug 18, 2025 4:00 PM;Aug 18, 2025 5:00 PM;69.26
Aug 18, 2025 5:00 PM;Aug 18, 2025 6:00 PM;84.53
Aug 18, 2025 6:00 PM;Aug 18, 2025 7:00 PM;104.07
Aug 18, 2025 7:00 PM;Aug 18, 2025 8:00 PM;115.06
Aug 18, 2025 8:00 PM;Aug 18, 2025 9:00 PM;120.0
Aug 18, 2025 9:00 PM;Aug 18, 2025 10:00 PM;120.76
Aug 18, 2025 10:00 PM;Aug 18, 2025 11:00 PM;100.44
Aug 18, 2025 11:00 PM;Aug 19, 2025 12:00 AM;79.56
Aug 19, 2025 12:00 AM;Aug 19, 2025 1:00 AM;93.04
Aug 19, 2025 1:00 AM;Aug 19, 2025 2:00 AM;76.5
Aug 19, 2025 2:00 AM;Aug 19, 2025 3:00 AM;71.81
Aug 19, 2025 3:00 AM;Aug 19, 2025 4:00 AM;66.46
Aug 19, 2025 4:00 AM;Aug 19, 2025 5:00 AM;65.51
Aug 19, 2025 5:00 AM;Aug 19, 2025 6:00 AM;75.06
Aug 19, 2025 6:00 AM;Aug 19, 2025 7:00 AM;85.15
Aug 19, 2025 7:00 AM;Aug 19, 2025 8:00 AM;95.02
Aug 19, 2025 8:00 AM;Aug 19, 2025 9:00 AM;98.05
Aug 19, 2025 9:00 AM;Aug 19, 2025 10:00 AM;88.57
Aug 19, 2025 10:00 AM;Aug 19, 2025 11:00 AM;69.64
Aug 19, 2025 11:00 AM;Aug 19, 2025 12:00 PM;43.23
Aug 19, 2025 12:00 PM;Aug 19, 2025 1:00 PM;30.0
Aug 19, 2025 1:00 PM;Aug 19, 2025 2:00 PM;29.14
Aug 19, 2025 2:00 PM;Aug 19, 2025 3:00 PM;30.91
Aug 19, 2025 3:00 PM;Aug 19, 2025 4:00 PM;40.54
Aug 19, 2025 4:00 PM;Aug 19, 2025 5:00 PM;58.18
Aug 19, 2025 5:00 PM;Aug 19, 2025 6:00 PM;63.33
Aug 19, 2025 6:00 PM;Aug 19, 2025 7:00 PM;63.0
Aug 19, 2025 7:00 PM;Aug 19, 2025 8:00 PM;88.97
Aug 19, 2025 8:00 PM;Aug 19, 2025 9:00 PM;97.74
Aug 19, 2025 9:00 PM;Aug 19, 2025 10:00 PM;98.04
Aug 19, 2025 10:00 PM;Aug 19, 2025 11:00 PM;98.0
Aug 19, 2025 11:00 PM;Aug 20, 2025 12:00 AM;83.76
Aug 20, 2025 12:00 AM;Aug 20, 2025 1:00 AM;82.9
Aug 20, 2025 1:00 AM;Aug 20, 2025 2:00 AM;74.12
Aug 20, 2025 2:00 AM;Aug 20, 2025 3:00 AM;67.05
Aug 20, 2025 3:00 AM;Aug 20, 2025 4:00 AM;66.08
Aug 20, 2025 4:00 AM;Aug 20, 2025 5:00 AM;64.95
Aug 20, 2025 5:00 AM;Aug 20, 2025 6:00 AM;70.6
Aug 20, 2025 6:00 AM;Aug 20, 2025 7:00 AM;74.07
Aug 20, 2025 7:00 AM;Aug 20, 2025 8:00 AM;78.43
Aug 20, 2025 8:00 AM;Aug 20, 2025 9:00 AM;89.81
Aug 20, 2025 9:00 AM;Aug 20, 2025 10:00 AM;71.55
Aug 20, 2025 10:00 AM;Aug 20, 2025 11:00 AM;49.8
Aug 20, 2025 11:00 AM;Aug 20, 2025 12:00 PM;56.03
Aug 20, 2025 12:00 PM;Aug 20, 2025 1:00 PM;49.02
Aug 20, 2025 1:00 PM;Aug 20, 2025 2:00 PM;35.0
Aug 20, 2025 2:00 PM;Aug 20, 2025 3:00 PM;31.53
Aug 20, 2025 3:00 PM;Aug 20, 2025 4:00 PM;27.2
Aug 20, 2025 4:00 PM;Aug 20, 2025 5:00 PM;27.99
Aug 20, 2025 5:00 PM;Aug 20, 2025 6:00 PM;37.72
Aug 20, 2025 6:00 PM;Aug 20, 2025 7:00 PM;54.11
Aug 20, 2025 7:00 PM;Aug 20, 2025 8:00 PM;69.27
Aug 20, 2025 8:00 PM;Aug 20, 2025 9:00 PM;78.73
Aug 20, 2025 9:00 PM;Aug 20, 2025 10:00 PM;100.07
Aug 20, 2025 10:00 PM;Aug 20, 2025 11:00 PM;97.52
Aug 20, 2025 11:00 PM;Aug 21, 2025 12:00 AM;84.98
Aug 21, 2025 12:00 AM;Aug 21, 2025 1:00 AM;26.33
Aug 21, 2025 1:00 AM;Aug 21, 2025 2:00 AM;19.37
Aug 21, 2025 2:00 AM;Aug 21, 2025 3:00 AM;44.65
Aug 21, 2025 3:00 AM;Aug 21, 2025 4:00 AM;37.99
Aug 21, 2025 4:00 AM;Aug 21, 2025 5:00 AM;32.93
Aug 21, 2025 5:00 AM;Aug 21, 2025 6:00 AM;16.81
Aug 21, 2025 6:00 AM;Aug 21, 2025 7:00 AM;39.93
Aug 21, 2025 7:00 AM;Aug 21, 2025 8:00 AM;40.2
Aug 21, 2025 8:00 AM;Aug 21, 2025 9:00 AM;61.06
Aug 21, 2025 9:00 AM;Aug 21, 2025 10:00 AM;50.2
Aug 21, 2025 10:00 AM;Aug 21, 2025 11:00 AM;25.67
Aug 21, 2025 11:00 AM;Aug 21, 2025 12:00 PM;10.0
Aug 21, 2025 12:00 PM;Aug 21, 2025 1:00 PM;7.89
Aug 21, 2025 1:00 PM;Aug 21, 2025 2:00 PM;5.11
Aug 21, 2025 2:00 PM;Aug 21, 2025 3:00 PM;5.11
Aug 21, 2025 3:00 PM;Aug 21, 2025 4:00 PM;3.52
Aug 21, 2025 4:00 PM;Aug 21, 2025 5:00 PM;5.79
Aug 21, 2025 5:00 PM;Aug 21, 2025 6:00 PM;8.99
Aug 21, 2025 6:00 PM;Aug 21, 2025 7:00 PM;25.0
Aug 21, 2025 7:00 PM;Aug 21, 2025 8:00 PM;50.0
Aug 21, 2025 8:00 PM;Aug 21, 2025 9:00 PM;77.84
Aug 21, 2025 9:00 PM;Aug 21, 2025 10:00 PM;83.26
Aug 21, 2025 10:00 PM;Aug 21, 2025 11:00 PM;55.77
Aug 21, 2025 11:00 PM;Aug 22, 2025 12:00 AM;52.05
Aug 22, 2025 12:00 AM;Aug 22, 2025 1:00 AM;66.38
Aug 22, 2025 1:00 AM;Aug 22, 2025 2:00 AM;51.66
Aug 22, 2025 2:00 AM;Aug 22, 2025 3:00 AM;48.66
Aug 22, 2025 3:00 AM;Aug 22, 2025 4:00 AM;41.88
Aug 22, 2025 4:00 AM;Aug 22, 2025 5:00 AM;31.51
Aug 22, 2025 5:00 AM;Aug 22, 2025 6:00 AM;36.41
Aug 22, 2025 6:00 AM;Aug 22, 2025 7:00 AM;71.03
Aug 22, 2025 7:00 AM;Aug 22, 2025 8:00 AM;70.88
Aug 22, 2025 8:00 AM;Aug 22, 2025 9:00 AM;75.1
Aug 22, 2025 9:00 AM;Aug 22, 2025 10:00 AM;49.67
Aug 22, 2025 10:00 AM;Aug 22, 2025 11:00 AM;15.57
Aug 22, 2025 11:00 AM;Aug 22, 2025 12:00 PM;5.11
Aug 22, 2025 12:00 PM;Aug 22, 2025 1:00 PM;19.02
Aug 22, 2025 1:00 PM;Aug 22, 2025 2:00 PM;6.83
Aug 22, 2025 2:00 PM;Aug 22, 2025 3:00 PM;5.37
Aug 22, 2025 3:00 PM;Aug 22, 2025 4:00 PM;10.07
Aug 22, 2025 4:00 PM;Aug 22, 2025 5:00 PM;23.6
Aug 22, 2025 5:00 PM;Aug 22, 2025 6:00 PM;26.45
Aug 22, 2025 6:00 PM;Aug 22, 2025 7:00 PM;73.48
Aug 22, 2025 7:00 PM;Aug 22, 2025 8:00 PM;84.56
Aug 22, 2025 8:00 PM;Aug 22, 2025 9:00 PM;104.53
Aug 22, 2025 9:00 PM;Aug 22, 2025 10:00 PM;103.49
Aug 22, 2025 10:00 PM;Aug 22, 2025 11:00 PM;101.59
Aug 22, 2025 11:00 PM;Aug 23, 2025 12:00 AM;94.37
Aug 23, 2025 12:00 AM;Aug 23, 2025 1:00 AM;95.33
Aug 23, 2025 1:00 AM;Aug 23, 2025 2:00 AM;89.32
Aug 23, 2025 2:00 AM;Aug 23, 2025 3:00 AM;80.94
Aug 23, 2025 3:00 AM;Aug 23, 2025 4:00 AM;78.21
Aug 23, 2025 4:00 AM;Aug 23, 2025 5:00 AM;76.06
Aug 23, 2025 5:00 AM;Aug 23, 2025 6:00 AM;79.1
Aug 23, 2025 6:00 AM;Aug 23, 2025 7:00 AM;84.28
Aug 23, 2025 7:00 AM;Aug 23, 2025 8:00 AM;86.42
Aug 23, 2025 8:00 AM;Aug 23, 2025 9:00 AM;79.15
Aug 23, 2025 9:00 AM;Aug 23, 2025 10:00 AM;55.02
Aug 23, 2025 10:00 AM;Aug 23, 2025 11:00 AM;15.85
Aug 23, 2025 11:00 AM;Aug 23, 2025 12:00 PM;3.46
Aug 23, 2025 12:00 PM;Aug 23, 2025 1:00 PM;1.82
Aug 23, 2025 1:00 PM;Aug 23, 2025 2:00 PM;0.75
Aug 23, 2025 2:00 PM;Aug 23, 2025 3:00 PM;0.65
Aug 23, 2025 3:00 PM;Aug 23, 2025 4:00 PM;3.52
Aug 23, 2025 4:00 PM;Aug 23, 2025 5:00 PM;11.99
Aug 23, 2025 5:00 PM;Aug 23, 2025 6:00 PM;38.38
Aug 23, 2025 6:00 PM;Aug 23, 2025 7:00 PM;76.9
Aug 23, 2025 7:00 PM;Aug 23, 2025 8:00 PM;106.96
Aug 23, 2025 8:00 PM;Aug 23, 2025 9:00 PM;118.85
Aug 23, 2025 9:00 PM;Aug 23, 2025 10:00 PM;117.12
Aug 23, 2025 10:00 PM;Aug 23, 2025 11:00 PM;111.16
Aug 23, 2025 11:00 PM;Aug 24, 2025 12:00 AM;105.3
Aug 24, 2025 12:00 AM;Aug 24, 2025 1:00 AM;100.5
Aug 24, 2025 1:00 AM;Aug 24, 2025 2:00 AM;95.0
Aug 24, 2025 2:00 AM;Aug 24, 2025 3:00 AM;88.99
Aug 24, 2025 3:00 AM;Aug 24, 2025 4:00 AM;85.66
Aug 24, 2025 4:00 AM;Aug 24, 2025 5:00 AM;83.61
Aug 24, 2025 5:00 AM;Aug 24, 2025 6:00 AM;86.53
Aug 24, 2025 6:00 AM;Aug 24, 2025 7:00 AM;90.0
Aug 24, 2025 7:00 AM;Aug 24, 2025 8:00 AM;82.51
Aug 24, 2025 8:00 AM;Aug 24, 2025 9:00 AM;67.06
Aug 24, 2025 9:00 AM;Aug 24, 2025 10:00 AM;4.56
Aug 24, 2025 10:00 AM;Aug 24, 2025 11:00 AM;-0.01
Aug 24, 2025 11:00 AM;Aug 24, 2025 12:00 PM;-0.07
Aug 24, 2025 12:00 PM;Aug 24, 2025 1:00 PM;-1.98
Aug 24, 2025 1:00 PM;Aug 24, 2025 2:00 PM;-7.45
Aug 24, 2025 2:00 PM;Aug 24, 2025 3:00 PM;-7.4
Aug 24, 2025 3:00 PM;Aug 24, 2025 4:00 PM;-0.1
Aug 24, 2025 4:00 PM;Aug 24, 2025 5:00 PM;0.0
Aug 24, 2025 5:00 PM;Aug 24, 2025 6:00 PM;12.93
Aug 24, 2025 6:00 PM;Aug 24, 2025 7:00 PM;61.15
Aug 24, 2025 7:00 PM;Aug 24, 2025 8:00 PM;98.57
Aug 24, 2025 8:00 PM;Aug 24, 2025 9:00 PM;114.99
Aug 24, 2025 9:00 PM;Aug 24, 2025 10:00 PM;114.32
Aug 24, 2025 10:00 PM;Aug 24, 2025 11:00 PM;107.5
Aug 24, 2025 11:00 PM;Aug 25, 2025 12:00 AM;100.52
Aug 25, 2025 12:00 AM;Aug 25, 2025 1:00 AM;95.28
Aug 25, 2025 1:00 AM;Aug 25, 2025 2:00 AM;87.03
Aug 25, 2025 2:00 AM;Aug 25, 2025 3:00 AM;74.55
Aug 25, 2025 3:00 AM;Aug 25, 2025 4:00 AM;60.88
Aug 25, 2025 4:00 AM;Aug 25, 2025 5:00 AM;62.43
Aug 25, 2025 5:00 AM;Aug 25, 2025 6:00 AM;80.16
Aug 25, 2025 6:00 AM;Aug 25, 2025 7:00 AM;91.9
Aug 25, 2025 7:00 AM;Aug 25, 2025 8:00 AM;102.52
Aug 25, 2025 8:00 AM;Aug 25, 2025 9:00 AM;101.82
Aug 25, 2025 9:00 AM;Aug 25, 2025 10:00 AM;91.97
Aug 25, 2025 10:00 AM;Aug 25, 2025 11:00 AM;73.5
Aug 25, 2025 11:00 AM;Aug 25, 2025 12:00 PM;35.02
Aug 25, 2025 12:00 PM;Aug 25, 2025 1:00 PM;10.0
Aug 25, 2025 1:00 PM;Aug 25, 2025 2:00 PM;5.93
Aug 25, 2025 2:00 PM;Aug 25, 2025 3:00 PM;6.78
Aug 25, 2025 3:00 PM;Aug 25, 2025 4:00 PM;25.2
