"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"06/08/2024 01:00:00 - 06/08/2024 02:00:00","BZN|FR","96.25","96.25","96.25","170.00"
"06/08/2024 02:00:00 - 06/08/2024 03:00:00","BZN|FR","205.25","205.25","205.25","172.00"
"06/08/2024 03:00:00 - 06/08/2024 04:00:00","BZN|FR","206.00","206.00","206.00","146.00"
"06/08/2024 04:00:00 - 06/08/2024 05:00:00","BZN|FR","204.50","204.50","204.50","160.00"
"06/08/2024 05:00:00 - 06/08/2024 06:00:00","BZN|FR","212.75","212.75","212.75","202.00"
"06/08/2024 06:00:00 - 06/08/2024 07:00:00","BZN|FR","229.50","229.50","229.50","231.00"
"06/08/2024 07:00:00 - 06/08/2024 08:00:00","BZN|FR","289.00","289.00","289.00","281.00"
"06/08/2024 08:00:00 - 06/08/2024 09:00:00","BZN|FR","325.50","289.50","289.50","307.00"
"06/08/2024 09:00:00 - 06/08/2024 10:00:00","BZN|FR","210.00","196.25","196.25","327.00"
"06/08/2024 10:00:00 - 06/08/2024 11:00:00","BZN|FR","206.00","148.50","148.50","367.00"
"06/08/2024 11:00:00 - 06/08/2024 12:00:00","BZN|FR","191.50","143.25","143.25","273.00"
"06/08/2024 12:00:00 - 06/08/2024 13:00:00","BZN|FR","168.50","167.25","167.25","200.00"
"06/08/2024 13:00:00 - 06/08/2024 14:00:00","BZN|FR","180.50","197.25","197.25","212.00"
"06/08/2024 14:00:00 - 06/08/2024 15:00:00","BZN|FR","184.75","224.00","224.00","211.00"
"06/08/2024 15:00:00 - 06/08/2024 16:00:00","BZN|FR","177.25","233.25","233.25","240.00"
"06/08/2024 16:00:00 - 06/08/2024 17:00:00","BZN|FR","172.25","248.75","248.75","215.00"
"06/08/2024 17:00:00 - 06/08/2024 18:00:00","BZN|FR","185.25","259.25","259.25","266.00"
"06/08/2024 18:00:00 - 06/08/2024 19:00:00","BZN|FR","190.50","271.75","271.75","230.00"
"06/08/2024 19:00:00 - 06/08/2024 20:00:00","BZN|FR","202.75","293.50","293.50","267.00"
"06/08/2024 20:00:00 - 06/08/2024 21:00:00","BZN|FR","219.25","299.00","299.00","330.00"
"06/08/2024 21:00:00 - 06/08/2024 22:00:00","BZN|FR","228.75","297.00","297.00","300.00"
"06/08/2024 22:00:00 - 06/08/2024 23:00:00","BZN|FR","284.00","295.25","295.25","400.00"
"06/08/2024 23:00:00 - 07/08/2024 00:00:00","BZN|FR","296.75","317.75","317.75","511.00"
"07/08/2024 00:00:00 - 07/08/2024 01:00:00","BZN|FR","444.75","444.75","444.75","433.00"
"07/08/2024 01:00:00 - 07/08/2024 02:00:00","BZN|FR","490.75","490.75","490.75","330.00"
"07/08/2024 02:00:00 - 07/08/2024 03:00:00","BZN|FR","539.00","539.00","539.00","355.00"
"07/08/2024 03:00:00 - 07/08/2024 04:00:00","BZN|FR","541.00","541.00","541.00","297.00"
"07/08/2024 04:00:00 - 07/08/2024 05:00:00","BZN|FR","506.50","506.50","506.50","260.00"
"07/08/2024 05:00:00 - 07/08/2024 06:00:00","BZN|FR","452.50","452.50","452.50","287.00"
"07/08/2024 06:00:00 - 07/08/2024 07:00:00","BZN|FR","420.75","420.75","420.75","270.00"
"07/08/2024 07:00:00 - 07/08/2024 08:00:00","BZN|FR","408.25","408.25","408.25","304.00"
"07/08/2024 08:00:00 - 07/08/2024 09:00:00","BZN|FR","385.00","417.50","417.50","248.00"
"07/08/2024 09:00:00 - 07/08/2024 10:00:00","BZN|FR","336.75","356.25","356.25","151.00"
"07/08/2024 10:00:00 - 07/08/2024 11:00:00","BZN|FR","303.50","326.00","326.00","243.00"
"07/08/2024 11:00:00 - 07/08/2024 12:00:00","BZN|FR","329.50","301.00","301.00","301.00"
"07/08/2024 12:00:00 - 07/08/2024 13:00:00","BZN|FR","318.75","293.75","293.75","298.00"
"07/08/2024 13:00:00 - 07/08/2024 14:00:00","BZN|FR","310.00","300.50","300.50","243.00"
"07/08/2024 14:00:00 - 07/08/2024 15:00:00","BZN|FR","310.25","306.00","306.00","106.00"
"07/08/2024 15:00:00 - 07/08/2024 16:00:00","BZN|FR","260.75","293.50","293.50","70.00"
"07/08/2024 16:00:00 - 07/08/2024 17:00:00","BZN|FR","263.50","347.75","347.75","131.00"
"07/08/2024 17:00:00 - 07/08/2024 18:00:00","BZN|FR","236.00","333.50","333.50","205.00"
"07/08/2024 18:00:00 - 07/08/2024 19:00:00","BZN|FR","233.25","339.50","339.50","264.00"
"07/08/2024 19:00:00 - 07/08/2024 20:00:00","BZN|FR","226.50","333.00","333.00","263.00"
"07/08/2024 20:00:00 - 07/08/2024 21:00:00","BZN|FR","270.25","307.00","307.00","256.00"
"07/08/2024 21:00:00 - 07/08/2024 22:00:00","BZN|FR","279.25","283.00","283.00","359.00"
"07/08/2024 22:00:00 - 07/08/2024 23:00:00","BZN|FR","252.50","304.50","304.50","264.00"
"07/08/2024 23:00:00 - 08/08/2024 00:00:00","BZN|FR","246.50","301.00","301.00","141.00"
"08/08/2024 00:00:00 - 08/08/2024 01:00:00","BZN|FR","230.50","230.50","230.50","148.00"
"08/08/2024 01:00:00 - 08/08/2024 02:00:00","BZN|FR","233.75","233.75","233.75","178.00"
"08/08/2024 02:00:00 - 08/08/2024 03:00:00","BZN|FR","239.25","239.25","239.25","170.00"
"08/08/2024 03:00:00 - 08/08/2024 04:00:00","BZN|FR","233.25","233.25","233.25","152.00"
"08/08/2024 04:00:00 - 08/08/2024 05:00:00","BZN|FR","214.00","214.00","214.00","123.00"
"08/08/2024 05:00:00 - 08/08/2024 06:00:00","BZN|FR","237.50","237.50","237.50","103.00"
"08/08/2024 06:00:00 - 08/08/2024 07:00:00","BZN|FR","231.50","231.50","231.50","100.00"
"08/08/2024 07:00:00 - 08/08/2024 08:00:00","BZN|FR","223.50","223.50","223.50","112.00"
"08/08/2024 08:00:00 - 08/08/2024 09:00:00","BZN|FR","216.50","241.25","241.25","142.00"
"08/08/2024 09:00:00 - 08/08/2024 10:00:00","BZN|FR","215.00","233.75","233.75","154.00"
"08/08/2024 10:00:00 - 08/08/2024 11:00:00","BZN|FR","206.50","245.50","245.50","223.00"
"08/08/2024 11:00:00 - 08/08/2024 12:00:00","BZN|FR","238.50","288.50","288.50","252.00"
"08/08/2024 12:00:00 - 08/08/2024 13:00:00","BZN|FR","219.25","309.00","309.00","245.00"
"08/08/2024 13:00:00 - 08/08/2024 14:00:00","BZN|FR","210.50","282.75","282.75","212.00"
"08/08/2024 14:00:00 - 08/08/2024 15:00:00","BZN|FR","195.00","158.50","158.50","144.00"
"08/08/2024 15:00:00 - 08/08/2024 16:00:00","BZN|FR","138.25","111.75","111.75","116.00"
"08/08/2024 16:00:00 - 08/08/2024 17:00:00","BZN|FR","126.75","125.50","125.50","111.00"
"08/08/2024 17:00:00 - 08/08/2024 18:00:00","BZN|FR","189.25","245.25","245.25","242.00"
"08/08/2024 18:00:00 - 08/08/2024 19:00:00","BZN|FR","291.75","397.75","397.75","402.00"
"08/08/2024 19:00:00 - 08/08/2024 20:00:00","BZN|FR","279.50","449.25","449.25","338.00"
"08/08/2024 20:00:00 - 08/08/2024 21:00:00","BZN|FR","236.00","474.00","474.00","326.00"
"08/08/2024 21:00:00 - 08/08/2024 22:00:00","BZN|FR","307.25","510.75","510.75","466.00"
"08/08/2024 22:00:00 - 08/08/2024 23:00:00","BZN|FR","451.00","553.00","553.00","570.00"
"08/08/2024 23:00:00 - 09/08/2024 00:00:00","BZN|FR","546.25","628.50","628.50","714.00"
"09/08/2024 00:00:00 - 09/08/2024 01:00:00","BZN|FR","701.00","701.00","701.00","766.00"
"09/08/2024 01:00:00 - 09/08/2024 02:00:00","BZN|FR","741.25","741.25","741.25","822.00"
"09/08/2024 02:00:00 - 09/08/2024 03:00:00","BZN|FR","819.50","819.50","819.50","839.00"
"09/08/2024 03:00:00 - 09/08/2024 04:00:00","BZN|FR","832.00","832.00","832.00","893.00"
"09/08/2024 04:00:00 - 09/08/2024 05:00:00","BZN|FR","861.00","861.00","861.00","1035.00"
"09/08/2024 05:00:00 - 09/08/2024 06:00:00","BZN|FR","841.00","841.00","841.00","936.00"
"09/08/2024 06:00:00 - 09/08/2024 07:00:00","BZN|FR","842.50","842.50","842.50","877.00"
"09/08/2024 07:00:00 - 09/08/2024 08:00:00","BZN|FR","871.50","871.50","871.50","894.00"
"09/08/2024 08:00:00 - 09/08/2024 09:00:00","BZN|FR","904.50","895.50","895.50","908.00"
"09/08/2024 09:00:00 - 09/08/2024 10:00:00","BZN|FR","814.50","800.25","800.25","867.00"
"09/08/2024 10:00:00 - 09/08/2024 11:00:00","BZN|FR","747.25","664.75","664.75","827.00"
"09/08/2024 11:00:00 - 09/08/2024 12:00:00","BZN|FR","706.50","629.75","629.75","600.00"
"09/08/2024 12:00:00 - 09/08/2024 13:00:00","BZN|FR","630.50","624.25","624.25","559.00"
"09/08/2024 13:00:00 - 09/08/2024 14:00:00","BZN|FR","568.75","570.00","570.00","538.00"
"09/08/2024 14:00:00 - 09/08/2024 15:00:00","BZN|FR","512.50","500.75","500.75","492.00"
"09/08/2024 15:00:00 - 09/08/2024 16:00:00","BZN|FR","502.25","449.50","449.50","547.00"
"09/08/2024 16:00:00 - 09/08/2024 17:00:00","BZN|FR","471.25","421.00","421.00","519.00"
"09/08/2024 17:00:00 - 09/08/2024 18:00:00","BZN|FR","420.00","419.00","419.00","460.00"
"09/08/2024 18:00:00 - 09/08/2024 19:00:00","BZN|FR","376.75","393.75","393.75","437.00"
"09/08/2024 19:00:00 - 09/08/2024 20:00:00","BZN|FR","346.75","347.75","347.75","394.00"
"09/08/2024 20:00:00 - 09/08/2024 21:00:00","BZN|FR","301.00","273.50","273.50","353.00"
"09/08/2024 21:00:00 - 09/08/2024 22:00:00","BZN|FR","267.25","226.00","226.00","313.00"
"09/08/2024 22:00:00 - 09/08/2024 23:00:00","BZN|FR","251.50","217.75","217.75","304.00"
"09/08/2024 23:00:00 - 10/08/2024 00:00:00","BZN|FR","237.00","207.00","207.00","276.00"
"10/08/2024 00:00:00 - 10/08/2024 01:00:00","BZN|FR","214.50","214.50","214.50","273.00"
"10/08/2024 01:00:00 - 10/08/2024 02:00:00","BZN|FR","204.25","204.25","204.25","208.00"
"10/08/2024 02:00:00 - 10/08/2024 03:00:00","BZN|FR","180.00","180.00","180.00","221.00"
"10/08/2024 03:00:00 - 10/08/2024 04:00:00","BZN|FR","160.25","160.25","160.25","196.00"
"10/08/2024 04:00:00 - 10/08/2024 05:00:00","BZN|FR","149.00","149.00","149.00","108.00"
"10/08/2024 05:00:00 - 10/08/2024 06:00:00","BZN|FR","133.25","133.25","133.25","63.00"
"10/08/2024 06:00:00 - 10/08/2024 07:00:00","BZN|FR","115.75","115.75","115.75","49.00"
"10/08/2024 07:00:00 - 10/08/2024 08:00:00","BZN|FR","103.50","103.50","103.50","40.00"
"10/08/2024 08:00:00 - 10/08/2024 09:00:00","BZN|FR","91.25","108.25","108.25","53.00"
"10/08/2024 09:00:00 - 10/08/2024 10:00:00","BZN|FR","70.50","69.75","69.75","47.00"
"10/08/2024 10:00:00 - 10/08/2024 11:00:00","BZN|FR","57.75","49.75","49.75","27.00"
"10/08/2024 11:00:00 - 10/08/2024 12:00:00","BZN|FR","42.75","51.00","51.00","26.00"
"10/08/2024 12:00:00 - 10/08/2024 13:00:00","BZN|FR","34.00","42.75","42.75","49.00"
"10/08/2024 13:00:00 - 10/08/2024 14:00:00","BZN|FR","26.75","38.50","38.50","39.00"
"10/08/2024 14:00:00 - 10/08/2024 15:00:00","BZN|FR","20.25","28.00","28.00","15.00"
"10/08/2024 15:00:00 - 10/08/2024 16:00:00","BZN|FR","17.00","24.00","24.00","1.00"
"10/08/2024 16:00:00 - 10/08/2024 17:00:00","BZN|FR","13.00","19.50","19.50","11.00"
"10/08/2024 17:00:00 - 10/08/2024 18:00:00","BZN|FR","9.75","12.50","12.50","22.00"
"10/08/2024 18:00:00 - 10/08/2024 19:00:00","BZN|FR","11.00","12.75","12.75","19.00"
"10/08/2024 19:00:00 - 10/08/2024 20:00:00","BZN|FR","14.75","28.25","28.25","48.00"
"10/08/2024 20:00:00 - 10/08/2024 21:00:00","BZN|FR","23.50","47.00","47.00","31.00"
"10/08/2024 21:00:00 - 10/08/2024 22:00:00","BZN|FR","36.00","55.50","55.50","29.00"
"10/08/2024 22:00:00 - 10/08/2024 23:00:00","BZN|FR","50.75","70.75","70.75","30.00"
"10/08/2024 23:00:00 - 11/08/2024 00:00:00","BZN|FR","67.75","79.50","79.50","55.00"
"11/08/2024 00:00:00 - 11/08/2024 01:00:00","BZN|FR","58.50","58.50","58.50","116.00"
"11/08/2024 01:00:00 - 11/08/2024 02:00:00","BZN|FR","96.25","96.25","96.25","255.00"
"11/08/2024 02:00:00 - 11/08/2024 03:00:00","BZN|FR","164.50","164.50","164.50","315.00"
"11/08/2024 03:00:00 - 11/08/2024 04:00:00","BZN|FR","254.50","254.50","254.50","357.00"
"11/08/2024 04:00:00 - 11/08/2024 05:00:00","BZN|FR","341.00","341.00","341.00","430.00"
"11/08/2024 05:00:00 - 11/08/2024 06:00:00","BZN|FR","408.25","408.25","408.25","470.00"
"11/08/2024 06:00:00 - 11/08/2024 07:00:00","BZN|FR","471.50","471.50","471.50","426.00"
"11/08/2024 07:00:00 - 11/08/2024 08:00:00","BZN|FR","547.50","547.50","547.50","515.00"
"11/08/2024 08:00:00 - 11/08/2024 09:00:00","BZN|FR","627.00","674.50","674.50","657.00"
"11/08/2024 09:00:00 - 11/08/2024 10:00:00","BZN|FR","692.75","681.50","681.50","567.00"
"11/08/2024 10:00:00 - 11/08/2024 11:00:00","BZN|FR","676.50","670.00","670.00","485.00"
"11/08/2024 11:00:00 - 11/08/2024 12:00:00","BZN|FR","614.50","643.25","643.25","518.00"
"11/08/2024 12:00:00 - 11/08/2024 13:00:00","BZN|FR","589.00","640.25","640.25","596.00"
"11/08/2024 13:00:00 - 11/08/2024 14:00:00","BZN|FR","655.25","677.75","677.75","611.00"
"11/08/2024 14:00:00 - 11/08/2024 15:00:00","BZN|FR","744.25","729.75","729.75","631.00"
"11/08/2024 15:00:00 - 11/08/2024 16:00:00","BZN|FR","767.00","738.75","738.75","576.00"
"11/08/2024 16:00:00 - 11/08/2024 17:00:00","BZN|FR","758.75","751.75","751.75","665.00"
"11/08/2024 17:00:00 - 11/08/2024 18:00:00","BZN|FR","796.50","783.50","783.50","783.00"
"11/08/2024 18:00:00 - 11/08/2024 19:00:00","BZN|FR","880.50","817.00","817.00","830.00"
"11/08/2024 19:00:00 - 11/08/2024 20:00:00","BZN|FR","940.50","887.00","887.00","836.00"
"11/08/2024 20:00:00 - 11/08/2024 21:00:00","BZN|FR","999.50","973.75","973.75","929.00"
"11/08/2024 21:00:00 - 11/08/2024 22:00:00","BZN|FR","1044.50","1032.50","1032.50","777.00"
"11/08/2024 22:00:00 - 11/08/2024 23:00:00","BZN|FR","1050.75","985.00","985.00","759.00"
"11/08/2024 23:00:00 - 12/08/2024 00:00:00","BZN|FR","973.00","936.25","936.25","921.00"
"12/08/2024 00:00:00 - 12/08/2024 01:00:00","BZN|FR","850.75","850.75","850.75","844.00"
"12/08/2024 01:00:00 - 12/08/2024 02:00:00","BZN|FR","794.25","794.25","794.25","656.00"
"12/08/2024 02:00:00 - 12/08/2024 03:00:00","BZN|FR","721.75","721.75","721.75","568.00"
"12/08/2024 03:00:00 - 12/08/2024 04:00:00","BZN|FR","621.50","621.50","621.50","663.00"
"12/08/2024 04:00:00 - 12/08/2024 05:00:00","BZN|FR","485.25","485.25","485.25","487.00"
"12/08/2024 05:00:00 - 12/08/2024 06:00:00","BZN|FR","405.00","405.00","405.00","219.00"
"12/08/2024 06:00:00 - 12/08/2024 07:00:00","BZN|FR","351.25","351.25","351.25","379.00"
"12/08/2024 07:00:00 - 12/08/2024 08:00:00","BZN|FR","443.50","443.50","443.50","534.00"
"12/08/2024 08:00:00 - 12/08/2024 09:00:00","BZN|FR","620.25","651.00","651.00","239.00"
"12/08/2024 09:00:00 - 12/08/2024 10:00:00","BZN|FR","709.00","622.00","622.00","493.00"
"12/08/2024 10:00:00 - 12/08/2024 11:00:00","BZN|FR","677.25","606.00","606.00","466.00"
"12/08/2024 11:00:00 - 12/08/2024 12:00:00","BZN|FR","624.00","555.25","555.25","553.00"
"12/08/2024 12:00:00 - 12/08/2024 13:00:00","BZN|FR","552.75","513.75","513.75","614.00"
"12/08/2024 13:00:00 - 12/08/2024 14:00:00","BZN|FR","519.00","482.00","482.00","537.00"
"12/08/2024 14:00:00 - 12/08/2024 15:00:00","BZN|FR","582.50","496.50","496.50","584.00"
"12/08/2024 15:00:00 - 12/08/2024 16:00:00","BZN|FR","589.50","532.00","532.00","664.00"
"12/08/2024 16:00:00 - 12/08/2024 17:00:00","BZN|FR","555.00","572.75","572.75","595.00"
"12/08/2024 17:00:00 - 12/08/2024 18:00:00","BZN|FR","673.50","668.50","668.50","584.00"
"12/08/2024 18:00:00 - 12/08/2024 19:00:00","BZN|FR","782.25","690.00","690.00","485.00"
"12/08/2024 19:00:00 - 12/08/2024 20:00:00","BZN|FR","770.00","665.50","665.50","531.00"
"12/08/2024 20:00:00 - 12/08/2024 21:00:00","BZN|FR","723.50","639.00","639.00","702.00"
"12/08/2024 21:00:00 - 12/08/2024 22:00:00","BZN|FR","693.25","642.50","642.50","595.00"
"12/08/2024 22:00:00 - 12/08/2024 23:00:00","BZN|FR","640.00","708.25","708.25","559.00"
"12/08/2024 23:00:00 - 13/08/2024 00:00:00","BZN|FR","539.00","637.50","637.50","506.00"
"13/08/2024 00:00:00 - 13/08/2024 01:00:00","BZN|FR","483.50","483.50","483.50","276.00"
"13/08/2024 01:00:00 - 13/08/2024 02:00:00","BZN|FR","409.25","409.25","409.25","228.00"
"13/08/2024 02:00:00 - 13/08/2024 03:00:00","BZN|FR","341.00","341.00","341.00","218.00"
"13/08/2024 03:00:00 - 13/08/2024 04:00:00","BZN|FR","278.00","278.00","278.00","232.00"
"13/08/2024 04:00:00 - 13/08/2024 05:00:00","BZN|FR","223.00","223.00","223.00","219.00"
"13/08/2024 05:00:00 - 13/08/2024 06:00:00","BZN|FR","183.25","183.25","183.25","162.00"
"13/08/2024 06:00:00 - 13/08/2024 07:00:00","BZN|FR","157.00","157.00","157.00","103.00"
"13/08/2024 07:00:00 - 13/08/2024 08:00:00","BZN|FR","143.00","143.00","143.00","34.00"
"13/08/2024 08:00:00 - 13/08/2024 09:00:00","BZN|FR","135.75","74.00","74.00","24.00"
"13/08/2024 09:00:00 - 13/08/2024 10:00:00","BZN|FR","129.50","100.50","100.50","42.00"
"13/08/2024 10:00:00 - 13/08/2024 11:00:00","BZN|FR","105.50","83.75","83.75","37.00"
"13/08/2024 11:00:00 - 13/08/2024 12:00:00","BZN|FR","52.00","40.50","40.50","37.00"
"13/08/2024 12:00:00 - 13/08/2024 13:00:00","BZN|FR","31.00","34.75","34.75","53.00"
"13/08/2024 13:00:00 - 13/08/2024 14:00:00","BZN|FR","31.00","37.00","37.00","38.00"
"13/08/2024 14:00:00 - 13/08/2024 15:00:00","BZN|FR","30.00","45.00","45.00","42.00"
"13/08/2024 15:00:00 - 13/08/2024 16:00:00","BZN|FR","34.00","48.00","48.00","32.00"
"13/08/2024 16:00:00 - 13/08/2024 17:00:00","BZN|FR","44.50","57.75","57.75","64.00"
"13/08/2024 17:00:00 - 13/08/2024 18:00:00","BZN|FR","56.25","117.75","117.75","59.00"
"13/08/2024 18:00:00 - 13/08/2024 19:00:00","BZN|FR","62.50","75.50","75.50","49.00"
"13/08/2024 19:00:00 - 13/08/2024 20:00:00","BZN|FR","54.25","42.00","42.00","20.00"
"13/08/2024 20:00:00 - 13/08/2024 21:00:00","BZN|FR","46.50","42.50","42.50","12.00"
"13/08/2024 21:00:00 - 13/08/2024 22:00:00","BZN|FR","52.75","67.00","67.00","31.00"
"13/08/2024 22:00:00 - 13/08/2024 23:00:00","BZN|FR","45.00","203.00","203.00","123.00"
"13/08/2024 23:00:00 - 14/08/2024 00:00:00","BZN|FR","38.75","242.25","242.25","180.00"
"14/08/2024 00:00:00 - 14/08/2024 01:00:00","BZN|FR","175.50","175.50","175.50","155.00"
"14/08/2024 01:00:00 - 14/08/2024 02:00:00","BZN|FR","181.50","181.50","181.50","181.00"
"14/08/2024 02:00:00 - 14/08/2024 03:00:00","BZN|FR","222.00","222.00","222.00","195.00"
"14/08/2024 03:00:00 - 14/08/2024 04:00:00","BZN|FR","250.00","250.00","250.00","126.00"
"14/08/2024 04:00:00 - 14/08/2024 05:00:00","BZN|FR","248.25","248.25","248.25","93.00"
"14/08/2024 05:00:00 - 14/08/2024 06:00:00","BZN|FR","231.50","231.50","231.50","136.00"
"14/08/2024 06:00:00 - 14/08/2024 07:00:00","BZN|FR","268.25","268.25","268.25","133.00"
"14/08/2024 07:00:00 - 14/08/2024 08:00:00","BZN|FR","276.50","276.50","276.50","113.00"
"14/08/2024 08:00:00 - 14/08/2024 09:00:00","BZN|FR","352.00","196.50","196.50","265.00"
"14/08/2024 09:00:00 - 14/08/2024 10:00:00","BZN|FR","378.50","183.75","183.75","165.00"
"14/08/2024 10:00:00 - 14/08/2024 11:00:00","BZN|FR","360.50","198.50","198.50","110.00"
"14/08/2024 11:00:00 - 14/08/2024 12:00:00","BZN|FR","381.00","266.75","266.75","114.00"
"14/08/2024 12:00:00 - 14/08/2024 13:00:00","BZN|FR","383.75","311.25","311.25","238.00"
"14/08/2024 13:00:00 - 14/08/2024 14:00:00","BZN|FR","376.00","355.50","355.50","375.00"
"14/08/2024 14:00:00 - 14/08/2024 15:00:00","BZN|FR","389.00","404.00","404.00","444.00"
"14/08/2024 15:00:00 - 14/08/2024 16:00:00","BZN|FR","447.00","461.00","461.00","457.00"
"14/08/2024 16:00:00 - 14/08/2024 17:00:00","BZN|FR","462.25","528.00","528.00","650.00"
"14/08/2024 17:00:00 - 14/08/2024 18:00:00","BZN|FR","521.25","612.25","612.25","708.00"
"14/08/2024 18:00:00 - 14/08/2024 19:00:00","BZN|FR","529.25","704.50","704.50","759.00"
"14/08/2024 19:00:00 - 14/08/2024 20:00:00","BZN|FR","563.75","722.50","722.50","740.00"
"14/08/2024 20:00:00 - 14/08/2024 21:00:00","BZN|FR","595.25","688.25","688.25","758.00"
"14/08/2024 21:00:00 - 14/08/2024 22:00:00","BZN|FR","562.50","707.25","707.25","740.00"
"14/08/2024 22:00:00 - 14/08/2024 23:00:00","BZN|FR","567.00","702.00","702.00","529.00"
"14/08/2024 23:00:00 - 15/08/2024 00:00:00","BZN|FR","470.50","654.50","654.50","385.00"
"15/08/2024 00:00:00 - 15/08/2024 01:00:00","BZN|FR","516.00","516.00","516.00","275.00"
"15/08/2024 01:00:00 - 15/08/2024 02:00:00","BZN|FR","410.00","410.00","410.00","180.00"
"15/08/2024 02:00:00 - 15/08/2024 03:00:00","BZN|FR","321.50","321.50","321.50","120.00"
"15/08/2024 03:00:00 - 15/08/2024 04:00:00","BZN|FR","273.00","273.00","273.00","114.00"
"15/08/2024 04:00:00 - 15/08/2024 05:00:00","BZN|FR","217.75","217.75","217.75","130.00"
"15/08/2024 05:00:00 - 15/08/2024 06:00:00","BZN|FR","207.00","207.00","207.00","108.00"
"15/08/2024 06:00:00 - 15/08/2024 07:00:00","BZN|FR","186.25","186.25","186.25","108.00"
"15/08/2024 07:00:00 - 15/08/2024 08:00:00","BZN|FR","164.00","164.00","164.00","202.00"
"15/08/2024 08:00:00 - 15/08/2024 09:00:00","BZN|FR","221.75","147.00","147.00","289.00"
"15/08/2024 09:00:00 - 15/08/2024 10:00:00","BZN|FR","251.75","192.25","192.25","236.00"
"15/08/2024 10:00:00 - 15/08/2024 11:00:00","BZN|FR","192.75","165.00","165.00","237.00"
"15/08/2024 11:00:00 - 15/08/2024 12:00:00","BZN|FR","190.00","184.00","184.00","297.00"
"15/08/2024 12:00:00 - 15/08/2024 13:00:00","BZN|FR","197.50","175.50","175.50","271.00"
"15/08/2024 13:00:00 - 15/08/2024 14:00:00","BZN|FR","181.00","138.75","138.75","210.00"
"15/08/2024 14:00:00 - 15/08/2024 15:00:00","BZN|FR","181.00","195.25","195.25","234.00"
"15/08/2024 15:00:00 - 15/08/2024 16:00:00","BZN|FR","160.00","286.50","286.50","284.00"
"15/08/2024 16:00:00 - 15/08/2024 17:00:00","BZN|FR","195.25","357.00","357.00","311.00"
"15/08/2024 17:00:00 - 15/08/2024 18:00:00","BZN|FR","405.50","443.75","443.75","413.00"
"15/08/2024 18:00:00 - 15/08/2024 19:00:00","BZN|FR","537.25","447.25","447.25","507.00"
"15/08/2024 19:00:00 - 15/08/2024 20:00:00","BZN|FR","561.50","436.75","436.75","495.00"
"15/08/2024 20:00:00 - 15/08/2024 21:00:00","BZN|FR","580.00","456.00","456.00","495.00"
"15/08/2024 21:00:00 - 15/08/2024 22:00:00","BZN|FR","571.00","475.50","475.50","537.00"
"15/08/2024 22:00:00 - 15/08/2024 23:00:00","BZN|FR","562.25","454.25","454.25","741.00"
"15/08/2024 23:00:00 - 16/08/2024 00:00:00","BZN|FR","550.25","436.75","436.75","779.00"
"16/08/2024 00:00:00 - 16/08/2024 01:00:00","BZN|FR","595.75","595.75","595.75","726.00"
"16/08/2024 01:00:00 - 16/08/2024 02:00:00","BZN|FR","615.75","615.75","615.75","648.00"
"16/08/2024 02:00:00 - 16/08/2024 03:00:00","BZN|FR","609.75","609.75","609.75","711.00"
"16/08/2024 03:00:00 - 16/08/2024 04:00:00","BZN|FR","622.00","622.00","622.00","720.00"
"16/08/2024 04:00:00 - 16/08/2024 05:00:00","BZN|FR","595.75","595.75","595.75","695.00"
"16/08/2024 05:00:00 - 16/08/2024 06:00:00","BZN|FR","570.75","570.75","570.75","676.00"
"16/08/2024 06:00:00 - 16/08/2024 07:00:00","BZN|FR","536.00","536.00","536.00","635.00"
"16/08/2024 07:00:00 - 16/08/2024 08:00:00","BZN|FR","493.75","493.75","493.75","573.00"
"16/08/2024 08:00:00 - 16/08/2024 09:00:00","BZN|FR","443.25","426.50","426.50","419.00"
"16/08/2024 09:00:00 - 16/08/2024 10:00:00","BZN|FR","393.50","314.00","314.00","312.00"
"16/08/2024 10:00:00 - 16/08/2024 11:00:00","BZN|FR","363.75","220.25","220.25","275.00"
"16/08/2024 11:00:00 - 16/08/2024 12:00:00","BZN|FR","326.25","154.00","154.00","243.00"
"16/08/2024 12:00:00 - 16/08/2024 13:00:00","BZN|FR","306.00","123.00","123.00","150.00"
"16/08/2024 13:00:00 - 16/08/2024 14:00:00","BZN|FR","272.50","114.00","114.00","135.00"
"16/08/2024 14:00:00 - 16/08/2024 15:00:00","BZN|FR","219.50","114.00","114.00","120.00"
"16/08/2024 15:00:00 - 16/08/2024 16:00:00","BZN|FR","230.25","114.00","114.00","114.00"
"16/08/2024 16:00:00 - 16/08/2024 17:00:00","BZN|FR","201.25","115.25","115.25","128.00"
"16/08/2024 17:00:00 - 16/08/2024 18:00:00","BZN|FR","200.00","119.00","119.00","151.00"
"16/08/2024 18:00:00 - 16/08/2024 19:00:00","BZN|FR","205.50","133.50","133.50","171.00"
"16/08/2024 19:00:00 - 16/08/2024 20:00:00","BZN|FR","229.50","142.50","142.50","149.00"
"16/08/2024 20:00:00 - 16/08/2024 21:00:00","BZN|FR","249.00","149.00","149.00","165.00"
"16/08/2024 21:00:00 - 16/08/2024 22:00:00","BZN|FR","217.75","151.25","151.25","186.00"
"16/08/2024 22:00:00 - 16/08/2024 23:00:00","BZN|FR","187.00","152.25","152.25","186.00"
"16/08/2024 23:00:00 - 17/08/2024 00:00:00","BZN|FR","174.00","150.50","150.50","211.00"
